,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
2752,홀인원 [단행본],현판,일필(一筆),(2014.05.30.),(2014.06.16.),7,21,47,6.9
2753,이렇게 살고팠다 [단행본],현판,황진성,(2013.12.05.),(2013.12.05.),5,6,3,6.6
2754,19금,19금,19금,19금,19금,19금,19금,19금,19금
2755,될 놈 [단행본],현판,소수림,(2016.06.09.),(2016.06.09.),11,17,12,4.1
2756,전설이 돌아왔다 [단행본],현판,발칸레이븐,(2016.06.23.),(2016.11.08.),21,16,8,4.7
2757,단목전기 [단행본],무협,운중행,(2017.03.29.),(2017.03.29.),6,8,9,6.3
2758,19금,19금,19금,19금,19금,19금,19금,19금,19금
2759,나는 대륙 NO.3 기사다 [단행본],판타지,박성균,(2014.03.26.),(2014.10.01.),9,19,9,4.5
2760,무림패왕전 [단행본],무협,권혁빈,(2014.07.30.),(2014.07.30.),6,17,24,7.2
2761,알케미스트 [단행본],판타지,시이람,(2016.11.03.),(2016.11.03.),12,25,8,5.0
2762,바람 뒤에 너 [단행본],로맨스,하수영,(2016.07.29.),(2016.07.29.),2,41,59,8.9
2763,귀공자의 작업방식 [단행본],로맨스,서혜은,(2014.07.11.),(2014.07.11.),1,64,138,9.0
2764,19금,19금,19금,19금,19금,19금,19금,19금,19금
2765,악마와 나,로맨스,백묘,(2016.04.25.),(2016.04.25.),50,30,75,8.6
2766,무쌍철협[완전판][단행본],무협,운후서,(2016.01.19.),(2016.01.19.),6,23,8,5.4
2767,드림 인비테이션,판타지,일필(一筆),(2015.05.11.),(2015.08.13.),228,12,22,6.1
2768,19금,19금,19금,19금,19금,19금,19금,19금,19금
2769,19금,19금,19금,19금,19금,19금,19금,19금,19금
2770,부여섭 2부 [단행본],판타지,설랑(雪狼),(2013.09.25.),(2013.09.25.),4,7,14,7.8
2771,암군귀환 [단행본],무협,용우,(2018.01.09.),(2018.01.09.),10,12,7,6.9
2772,오늘은 출근,현판,이해날,(2017.04.10.),(2017.08.15.),291,411,79,8.8
2773,태극결해 [단행본],무협,만성,(2014.09.17.),(2014.09.17.),5,10,9,6.2
2774,일루전 마켓,판타지,고서귀,(2014.01.10.),(2014.03.17.),80,58,15,7.1
2775,올 마스터 [단행본],판타지,박건,(2017.06.22.),(2017.06.22.),11,162,37,8.2
2776,츤데레의 정석,로맨스,윤소다,(2017.04.03.),(2021.05.06.),94,354,408,8.5
2777,전승 [단행본],판타지,하늘사막,(2016.09.07.),(2016.09.07.),11,20,9,4.3
2778,축구 온라인,현판,천규,(2015.10.20.),(2015.12.14.),175,11,1,7.0
2779,문나이트 [단행본],판타지,여령,(2011.12.12.),(2011.12.12.),8,17,5,6.5
2780,무당신룡 [단행본],무협,초혼,(2017.11.02.),(2017.11.02.),13,17,2,6.4
2781,귀환 헌터 [단행본],판타지,권하율,(2017.09.29.),(2017.09.29.),8,32,22,4.8
2782,황녀 테스란,판타지,노주일,(2015.07.09.),(2016.03.04.),98,32,30,7.1
2783,다크스타 [단행본],판타지,김현우,(2013.10.11.),(2013.10.11.),8,16,13,5.7
2784,여대공 [단행본],판타지,새벽,(2012.04.23.),(2012.04.23.),5,19,3,5.7
2785,19금,19금,19금,19금,19금,19금,19금,19금,19금
2786,한참 지나서(에필로그 및 외전 추가) [단행본],로맨스,차크,(2014.05.07.),(2014.05.07.),1,74,175,9.3
2787,내가 그의 이름을 불러 주었을 때 [단행본],로맨스,하얀카라,(2011.06.10.),(2011.06.10.),2,25,23,8.8
2788,19금,19금,19금,19금,19금,19금,19금,19금,19금
2789,야릇한 이웃,로맨스,신지한,(2016.03.07.),(2016.07.13.),63,20,52,8.5
2790,19금,19금,19금,19금,19금,19금,19금,19금,19금
2791,종횡무진 [단행본],무협,송현우,(2014.11.24.),(2014.11.24.),30,31,17,8.2
2792,개도 사랑을 한다 [단행본],로맨스,신해영,(2013.08.01.),(2013.08.01.),2,88,51,8.6
2793,19금,19금,19금,19금,19금,19금,19금,19금,19금
2794,안드로메다 [단행본],판타지,강철신검,(2014.12.02.),(2014.12.02.),12,16,17,7.3
2795,마검전(魔劍戰) [단행본],무협,용우,(2018.01.29.),(2018.01.29.),6,11,9,7.3
2796,"다 팔아요, 편의점.",로맨스,느린꽃,(2015.05.21.),(2015.09.16.),73,19,41,9.3
2797,"절정, 너와 나의",로맨스,송진민,(2014.06.19.),(2014.07.03.),30,17,40,8.4
2798,19금,19금,19금,19금,19금,19금,19금,19금,19금
2799,귀환 마이스터 [단행본],현판,서야,(2015.03.24.),(2015.05.14.),21,20,13,5.4
2800,무명살수,무협,야생화,(2014.07.30.),(2014.12.31.),225,5,9,6.8
2801,이단의 마왕과 리버레이터 - 시드노벨 Seed Novel [단행본],라이트노벨,임경배,(2014.08.14.),(2018.09.21.),6,113,89,8.7
2802,당신이 사는 세계,로맨스,소노율,(2015.06.02.),(2015.08.25.),91,8,35,9.1
2803,맹인탐정 맥스 캐러도스,미스터리,어니스트 브래머,(2015.07.20.),(2015.07.21.),34,6,47,9.3
2804,광혼록 [단행본],무협,풍종호,(2011.12.12.),(2011.12.12.),6,13,15,8.2
2805,폭군 데이모스 [단행본],판타지,태민,(2014.01.02.),(2014.01.02.),5,6,3,6.9
2806,19금,19금,19금,19금,19금,19금,19금,19금,19금
2807,북명마도 [단행본],무협,도검,(2016.10.27.),(2016.10.27.),6,12,3,6.6
2808,공간참 [개정판][단행본],무협,일성,(2016.03.24.),(2016.03.24.),9,19,20,6.7
2809,퍼펙트 쿠킹,로맨스,segantini,(2015.05.08.),(2015.12.01.),325,14,20,9.1
2810,하류검사 [단행본],판타지,이광섭,(2013.10.22.),(2013.10.22.),9,16,6,6.7
2811,디어 마이 로즈(Dear My Rose) [단행본],로맨스,류향(오렌지향기),(2013.04.29.),(2013.04.29.),1,61,126,8.8
2812,19금,19금,19금,19금,19금,19금,19금,19금,19금
2813,어느 특별한 인연,로맨스,정한희,(2014.11.05.),(2015.08.06.),54,43,107,9.3
2814,평범한 아트팩터,현판,내스키마,(2016.06.28.),(2016.08.18.),165,23,6,4.6
2815,100조를 향해서 [단행본],현판,라이케,(2015.07.08.),(2015.07.08.),6,24,12,4.8
2816,19금,19금,19금,19금,19금,19금,19금,19금,19금
2817,19금,19금,19금,19금,19금,19금,19금,19금,19금
2818,강철군화 오리진 [단행본],판타지,루이캇트,(2015.06.16.),(2016.07.15.),21,22,17,6.4
2819,십만마도 [단행본],무협,이훈영,(2015.12.01.),(2015.12.01.),7,17,5,7.0
2820,천마서생 [단행본],무협,사마달 일주향,(2012.05.18.),(2012.05.18.),5,7,8,6.8
2821,화산일검 [단행본],무협,세종,(2012.12.06.),(2012.12.07.),4,3,좋아요,6.1
2822,19금,19금,19금,19금,19금,19금,19금,19금,19금
2823,19금,19금,19금,19금,19금,19금,19금,19금,19금
2824,19금,19금,19금,19금,19금,19금,19금,19금,19금
2825,행로난,무협,송진용,(2015.07.14.),(2015.10.16.),99,8,7,6.5
2826,프리맨 [단행본],판타지,박재학,(2012.06.19.),(2012.06.19.),12,9,좋아요,4.9
2827,19금,19금,19금,19금,19금,19금,19금,19금,19금
2828,19금,19금,19금,19금,19금,19금,19금,19금,19금
2829,친절한 종화씨의 민간인 사찰 보고서 [독점],미스터리,고복수,(2013.08.08.),(2013.12.27.),42,24,9,8.3
2830,19금,19금,19금,19금,19금,19금,19금,19금,19금
2831,마신귀환,현판,선더볼트,(2016.02.19.),(2016.05.16.),178,23,12,5.7
2832,19금,19금,19금,19금,19금,19금,19금,19금,19금
2833,마도전생 [단행본],판타지,김진우,(2014.08.01.),(2014.08.04.),5,39,13,4.3
2834,풍운방 [단행본],무협,용대운,(2015.12.03.),(2015.12.03.),12,8,3,5.1
2835,기적의 연출,현판,10000LAB,(2016.09.23.),(2016.11.16.),172,23,10,7.9
2836,주천의 신부 - 바람의 연인,로맨스,가시맘,(2015.10.28.),(2016.03.25.),153,10,43,8.7
2837,비가행 연심표 [단행본],무협,별도,(2014.07.30.),(2014.07.30.),6,7,6,7.0
2838,19금,19금,19금,19금,19금,19금,19금,19금,19금
2839,19금,19금,19금,19금,19금,19금,19금,19금,19금
2840,A.I.미스고,현판,장성필,(2015.08.27.),(2016.01.29.),224,32,12,6.9
2841,독표천하 [단행본],무협,대호,(2014.12.11.),(2014.12.11.),7,6,8,5.1
2842,소꿉친구와 진짜 결혼,로맨스,풍잔등화,(2014.08.05.),(2014.10.20.),54,13,54,8.9
2843,파문제자 [단행본],무협,한성수,(2011.12.12.),(2011.12.12.),8,8,12,6.8
2844,참비지천가,무협,랑이,(2017.11.03.),(2018.01.18.),150,13,7,7.8
2845,전생부터 다시,판타지,홍성은,(2017.05.31.),(2017.12.22.),254,49,31,7.2
2846,19금,19금,19금,19금,19금,19금,19금,19금,19금
2847,19금,19금,19금,19금,19금,19금,19금,19금,19금
2848,바인더북,판타지,산초,(2016.04.01.),(2021.01.11.),930,22,15,5.5
2849,19금,19금,19금,19금,19금,19금,19금,19금,19금
2850,강화학개론,판타지,빈형,(2016.12.14.),(2017.03.24.),363,87,48,7.4
2851,생사마도 [단행본],무협,도검,(2016.09.06.),(2016.09.06.),6,12,5,6.3
2852,에이스의 2세,현판,미에크,(2017.07.21.),(2017.08.21.),202,10,2,5.5
2853,19금,19금,19금,19금,19금,19금,19금,19금,19금
2854,강자의 품격,판타지,젠틀젠틀,(2016.10.27.),(2017.08.01.),167,27,15,6.3
2855,돌아보니 첫사랑,로판,최양윤,(2016.12.14.),(2017.01.25.),56,139,190,8.8
2856,미러 이미지 [단행본],판타지,오늘오후에,(2013.08.02.),(2013.08.06.),6,40,5,7.1
2857,19금,19금,19금,19금,19금,19금,19금,19금,19금
2858,19금,19금,19금,19금,19금,19금,19금,19금,19금
2859,귀족탐정 에드워드(체험판) [단행본],라이트노벨,Michiru FUSHINO,(2012.03.15.),(2012.03.15.),1,5,5,7.4
2860,인소의 법칙 [단행본],로맨스,유한려,(2015.08.06.),(2022.04.13.),17,202,332,9.4
2861,19금,19금,19금,19금,19금,19금,19금,19금,19금
2862,집을 빌려주세요,로맨스,퓨어안,(2015.06.15.),(2015.08.17.),60,5,20,9.1
2863,흑룡 [단행본],무협,박선우,(2015.03.19.),(2015.03.19.),8,26,29,7.5
2864,한국 호랑이 [단행본],현판,진호철,(2014.06.26.),(2014.09.04.),5,17,10,7.9
2865,"연(蓮), 피어오르다",로맨스,희가,(2015.05.13.),(2015.12.25.),170,4,26,8.4
2866,19금,19금,19금,19금,19금,19금,19금,19금,19금
2867,무급의 제왕,판타지,이동기,(2015.10.20.),(2017.02.02.),257,19,10,5.1
2868,마태혼세록 [단행본],무협,예가음,(2017.05.19.),(2017.05.19.),6,6,3,6.2
2869,불패신마 [단행본],무협,둔저,(2015.04.01.),(2015.04.01.),6,18,9,7.5
2870,짐승의 먹잇감,로판,유라휘,(2014.12.05.),(2015.01.23.),63,9,40,9.1
2871,대막무영 [단행본],무협,박선우,(2014.08.19.),(2014.08.19.),6,19,11,7.9
2872,상왕흥선 [단행본],판타지,이윤규,(2016.11.16.),(2018.10.11.),27,17,17,6.8
2873,둠 레이더,판타지,고려의검,(2017.01.09.),(2017.01.09.),225,62,24,5.0
2874,19금,19금,19금,19금,19금,19금,19금,19금,19금
2875,로하테의 신 [단행본],판타지,무한애,(2015.04.09.),(2015.04.09.),10,22,27,5.1
2876,달마삼검 [단행본],무협,황정검,(2017.01.23.),(2017.01.23.),8,7,9,6.4
2877,19금,19금,19금,19금,19금,19금,19금,19금,19금
2878,밤의 유혹,로맨스,서담(여니),(2016.05.10.),(2016.05.10.),51,7,65,8.4
2879,퍼펙트 게임 [단행본],현판,박선우,(2015.09.18.),(2015.09.18.),6,21,13,6.7
2880,패황군림보 [단행본],무협,휘윤,(2017.03.23.),(2017.03.23.),6,18,17,5.2
2881,19금,19금,19금,19금,19금,19금,19금,19금,19금
2882,무한의마도사 [단행본],판타지,오렌,(2015.07.09.),(2015.07.09.),8,11,19,6.4
2883,천방지축아가씨 경호하기,로맨스,주황연,(2015.02.16.),(2015.03.02.),58,12,58,9.0
2884,더 리턴 : 마도공학자,판타지,동주,(2017.01.26.),(2017.07.12.),321,119,14,8.1
2885,19금,19금,19금,19금,19금,19금,19금,19금,19금
2886,마성의 마법사,현판,홀로선별,(2015.04.23.),(2016.12.12.),368,21,14,6.9
2887,쾌검왕 [단행본],무협,임영기,(2013.03.29.),(2013.03.29.),6,11,9,6.9
2888,공간의 절대자 [단행본],판타지,천수무객,(2012.04.26.),(2012.04.26.),6,12,7,6.5
2889,정령사 네이아르,판타지,레몬크림스튜,(2015.03.12.),(2017.01.11.),218,205,33,7.8
2890,풍류운산 [단행본],무협,남운,(2015.10.22.),(2015.10.22.),15,1,좋아요,4.8
2891,미토스 [단행본],판타지,기천검,(2015.01.07.),(2015.01.07.),27,23,11,5.5
2892,던전 헌터,판타지,신아람,(2014.07.02.),(2014.12.23.),104,9,20,6.2
2893,검혼 [단행본],무협,글바랑모야,(2013.07.10.),(2013.07.10.),5,8,2,6.9
2894,삼국지 - 패왕기 [단행본],판타지,아이시루스,(2017.04.28.),(2017.05.12.),13,42,28,7.6
2895,대공 리턴 [단행본],판타지,하영민,(2015.07.23.),(2016.03.31.),10,28,26,4.7
2896,19금,19금,19금,19금,19금,19금,19금,19금,19금
2897,템페스트 [단행본],로판,깡다케이,(2014.06.24.),(2014.10.28.),7,23,23,6.9
2898,차아제국 열애사 [단행본],로판,정연주,(2014.06.20.),(2014.06.20.),3,14,49,8.6
2899,무영검(無影劍) [단행본],무협,범향,(2016.08.25.),(2017.01.12.),9,14,25,6.9
2900,다시 한 번만 사랑해,로맨스,조씽,(2015.11.16.),(2015.11.16.),32,47,55,9.5
2901,19금,19금,19금,19금,19금,19금,19금,19금,19금
2902,혼돈의 정령왕 [단행본],판타지,강대렬,(2011.06.10.),(2011.06.10.),5,42,27,7.6
2903,이든,판타지,이현비,(2016.08.05.),(2016.12.06.),1375,11,18,8.4
2904,19금,19금,19금,19금,19금,19금,19금,19금,19금
2905,19금,19금,19금,19금,19금,19금,19금,19금,19금
2906,루스전기 (군대리아 땡보직) [단행본],판타지,고주진,(2015.03.11.),(2015.08.11.),24,10,13,5.7
2907,레드 클라우드 [단행본],판타지,한세,(2014.04.14.),(2014.04.14.),30,7,15,6.3
2908,열애,로맨스,국희,(2014.03.06.),(2014.03.06.),59,27,29,8.2
2909,신부 [단행본],로맨스,최은경,(2013.05.15.),(2013.05.15.),2,64,135,8.6
2910,운명(푸른팔찌),로판,신이경,(2017.02.03.),(2017.03.10.),107,14,28,8.7
2911,불량의원(광풍석권) [단행본],무협,동윤,(2015.08.03.),(2015.08.03.),7,10,7,5.2
2912,산서제일가 [단행본],무협,남운,(2014.07.11.),(2015.01.22.),8,13,7,2.7
2913,금강불괴(개정판) [단행본],무협,좌백,(2014.10.02.),(2014.10.02.),4,11,19,7.7
2914,더블커넥션 [단행본],판타지,정성민,(2014.09.23.),(2014.09.23.),27,18,7,5.9
2915,철혈마검(鐵血魔劍) [단행본],무협,용우,(2018.02.05.),(2018.02.05.),7,21,6,8.4
2916,네크로맨서 [단행본],판타지,권태용,(2014.04.14.),(2014.04.14.),21,18,11,7.1
2917,19금,19금,19금,19금,19금,19금,19금,19금,19금
2918,19금,19금,19금,19금,19금,19금,19금,19금,19금
2919,슈퍼엘리트 김병장 [단행본],현판,원창호,(2014.07.02.),(2014.07.02.),8,10,5,6.6
2920,이르나크의 장 [단행본],판타지,최정연,(2012.12.26.),(2012.12.26.),9,73,30,7.8
2921,19금,19금,19금,19금,19금,19금,19금,19금,19금
2922,무적가주 [단행본],무협,편광,(2016.05.18.),(2016.05.18.),6,14,10,5.1
2923,빅토리안 레이디,로맨스,호리이,(2015.11.05.),(2016.03.29.),45,9,40,9.0
2924,대도&황제 [단행본],판타지,데우스,(2014.07.11.),(2015.04.07.),8,24,24,4.6
2925,투신 [단행본],무협,김강현,(2014.12.01.),(2014.12.01.),21,21,18,6.8
2926,숨덕부 - 시드노벨 Seed Novel [단행본],라이트노벨,오버정우기,(2014.08.14.),(2014.08.14.),9,22,32,8.8
2927,재벌 2세 [단행본],현판,네르가시아,(2014.06.11.),(2014.06.11.),7,15,17,4.0
2928,나비의 주인,로판,이플,(2016.01.11.),(2016.07.25.),138,16,38,8.6
2929,19금,19금,19금,19금,19금,19금,19금,19금,19금
2930,방랑자 [단행본],판타지,박동신,(2014.10.28.),(2014.10.28.),18,5,6,5.2
2931,19금,19금,19금,19금,19금,19금,19금,19금,19금
2932,군주의 귀환,판타지,낙랑객,(2016.05.02.),(2017.12.12.),120,27,28,5.7
2933,19금,19금,19금,19금,19금,19금,19금,19금,19금
2934,한가상점 [단행본],판타지,노력형사람,(2016.04.18.),(2016.04.18.),7,28,14,4.5
2935,19금,19금,19금,19금,19금,19금,19금,19금,19금
2936,19금,19금,19금,19금,19금,19금,19금,19금,19금
2937,19금,19금,19금,19금,19금,19금,19금,19금,19금
2938,무한의 강화사 [단행본],판타지,오렌,(2017.08.22.),(2017.08.22.),12,41,16,6.3
2939,그와 그녀의 비밀,로판,마루함,(2017.04.11.),(2017.04.11.),139,19,30,8.8
2940,19금,19금,19금,19금,19금,19금,19금,19금,19금
2941,최교수와 로맨스,로맨스,오륜영,(2014.09.02.),(2014.12.01.),65,35,55,9.0
2942,당신이 나를 부르면 [단행본],로맨스,송자림,(2014.09.02.),(2014.09.02.),2,34,68,9.2
2943,묵검질풍록 [단행본],무협,곽운,(2014.06.10.),(2014.06.10.),6,4,3,5.7
2944,19금,19금,19금,19금,19금,19금,19금,19금,19금
2945,"유혹, 그 치명적인",로맨스,여니,(2016.01.13.),(2016.02.02.),60,15,53,8.4
2946,행운을 부른 사나이,현판,무람,(2016.01.18.),(2016.09.26.),223,19,13,4.6
2947,얼라이브 [단행본],판타지,노쓰우드,(2015.08.27.),(2015.08.27.),8,47,33,6.2
2948,선검,무협,유재무,(2017.06.20.),(2018.10.23.),397,33,19,9.5
2949,19금,19금,19금,19금,19금,19금,19금,19금,19금
2950,내 여자의 첫사랑,로맨스,이예진,(2015.03.13.),(2015.05.04.),55,4,14,8.1
2951,시대의 지배자 [단행본],판타지,김병재,(2013.07.29.),(2013.07.29.),6,9,7,4.3
2952,19금,19금,19금,19금,19금,19금,19금,19금,19금
2953,더 라스트 [단행본],판타지,장백산,(2014.06.10.),(2014.06.10.),7,6,8,6.1
2954,백수지왕(百獸之王),무협,백미(白眉),(2016.08.19.),(2016.12.12.),80,22,23,7.6
2955,라이언 전기 [단행본],판타지,무명선생,(2014.09.16.),(2014.09.16.),7,19,4,7.9
2956,허리케인(Hurricane) [단행본],판타지,박재학,(2012.06.15.),(2012.06.15.),10,11,3,6.2
2957,일월광륜 [단행본],무협,성상현,(2014.06.10.),(2014.06.10.),7,21,14,7.1
2958,러브리스(Loveless) [단행본],로판,권새나,(2014.04.10.),(2014.04.10.),8,35,30,8.3
2959,오늘만 사랑한다는 거짓말 [단행본],로맨스,남궁현,(2016.09.26.),(2016.09.26.),2,170,257,9.6
2960,흑접귀환 [단행본],무협,박선,(2011.10.25.),(2011.10.25.),7,12,10,6.8
2961,효우 [단행본],무협,김한승,(2015.09.01.),(2015.09.01.),15,9,7,5.1
2962,패도군림 [단행본],무협,몽연,(2015.03.18.),(2015.03.18.),6,8,22,7.6
2963,19금,19금,19금,19금,19금,19금,19금,19금,19금
2964,신투검신 [단행본],무협,백암,(2013.06.13.),(2013.06.13.),5,5,1,5.5
2965,아이덴의 비밀,로판,사람풍경,(2016.10.19.),(2016.10.19.),85,21,55,8.0
2966,신림동 블루스 - 그들이 사랑하는 法,로맨스,김효우,(2014.06.16.),(2014.08.11.),30,20,31,8.2
2967,19금,19금,19금,19금,19금,19금,19금,19금,19금
2968,조선왕비 간택사건,로맨스,월우,(2016.12.19.),(2016.12.19.),84,71,163,9.2
2969,"검성, 환생하다!",판타지,막달라이,(2016.11.07.),(2016.11.28.),226,70,22,3.8
2970,요희 [단행본],로판,주연우,(2016.03.22.),(2016.03.22.),5,17,53,7.7
2971,광풍가도 [단행본],무협,서현,(2014.11.27.),(2014.11.27.),6,9,21,7.0
2972,마도천하 [단행본],무협,박현,(2013.05.09.),(2013.05.09.),8,6,8,6.6
2973,야차전기,무협,임영기,(2015.02.26.),(2016.02.10.),175,7,8,5.8
2974,3.3.3 연애 법칙,로맨스,소노율,(2014.06.02.),(2014.10.23.),156,7,33,8.3
2975,나 혼자 9서클 마법사,판타지,아르케,(2017.04.06.),(2017.05.15.),129,52,10,7.2
2976,꿈속의 여인,로맨스,지지아,(2015.03.18.),(2015.07.15.),59,5,37,8.9
2977,실명천하 [단행본],무협,서효원,(2016.09.09.),(2016.09.09.),6,5,7,8.0
2978,아그레망 [단행본],현판,남운,(2014.04.01.),(2014.11.10.),10,7,6,4.4
2979,이계 제일 건 스미스,판타지,진사림,(2017.02.27.),(2017.07.30.),200,108,64,5.9
2980,만리표사 [단행본],무협,명월,(2016.10.31.),(2016.10.31.),11,7,5,5.6
2981,그라운드 제로 [단행본],현판,탈주병,(2015.12.31.),(2016.04.18.),8,14,10,5.5
2982,19금,19금,19금,19금,19금,19금,19금,19금,19금
2983,가문의 주인 [단행본],판타지,정은호,(2015.01.12.),(2015.01.12.),10,26,38,6.1
2984,소울퓨전 [단행본],판타지,박현수,(2014.01.22.),(2014.01.22.),8,11,7,6.7
2985,팔황지로 [단행본],무협,단극,(2013.08.09.),(2013.08.09.),5,4,3,6.7
2986,우아한도둑의 엉뚱한 프로포즈,로맨스,최연,(2016.04.05.),(2016.04.05.),88,31,54,7.8
2987,마왕의 노래,현판,일월랑,(2014.07.11.),(2014.12.22.),41,30,63,7.8
2988,"천마님, 부활하셨도다",무협,정영교,(2016.10.24.),(2017.09.19.),303,25,19,5.7
2989,카니안의 용자 [단행본],판타지,오렌,(2013.12.24.),(2014.10.31.),10,20,21,6.0
2990,신비한 접속 [단행본],판타지,문형기,(2014.04.01.),(2014.08.04.),8,15,6,4.8
2991,수호대제 [단행본],무협,대린,(2016.08.26.),(2016.08.26.),6,20,24,6.0
2992,룰 브레이커 [단행본],현판,고두열,(2015.06.24.),(2015.06.24.),6,14,15,6.9
2993,마도서생 [단행본],무협,우보,(2014.06.10.),(2014.06.10.),8,7,16,6.6
2994,월영문 [단행본],무협,한담,(2015.03.17.),(2015.03.17.),7,6,12,5.9
2995,레드 크로니클 [단행본],판타지,김현우,(2015.09.24.),(2015.09.24.),14,27,20,6.0
2996,멋지게 살자 [단행본],현판,장취산,(2013.10.16.),(2013.10.16.),8,10,2,5.5
2997,19금,19금,19금,19금,19금,19금,19금,19금,19금
2998,신선 이계 정벌기 [단행본],판타지,카르마이,(2011.08.04.),(2011.08.04.),8,30,10,4.9
2999,19금,19금,19금,19금,19금,19금,19금,19금,19금
3000,갈증,로맨스,독고마리,(2014.11.10.),(2014.12.25.),51,16,25,9.1
3001,19금,19금,19금,19금,19금,19금,19금,19금,19금
3002,19금,19금,19금,19금,19금,19금,19금,19금,19금
3003,그림자 신부,로맨스,레인리,(2016.04.29.),(2017.05.22.),57,2,9,7.6
3004,무림통천자 [단행본],무협,정건,(2014.06.20.),(2015.09.04.),7,7,11,5.7
3005,사사우사 [단행본],무협,항상,(2015.03.23.),(2015.03.23.),6,25,16,7.8
3006,흑풍구 [단행본],무협,송진용,(2014.03.25.),(2014.03.25.),5,5,22,7.7
3007,스탠 바이 미 [단행본],로맨스,황나연,(2014.03.17.),(2014.03.17.),2,23,14,7.3
3008,다른 세상의 남자 [오로라] [단행본],로맨스,한규령,(2014.01.20.),(2014.01.20.),1,53,94,8.4
3009,악마전기 [단행본],무협,백천유,(2015.07.10.),(2015.07.10.),7,102,38,8.3
3010,공주를 훔치다,로맨스,예규연,(2015.01.13.),(2015.02.04.),47,21,33,9.2
3011,카나 [단행본],판타지,허준범,(2011.11.24.),(2011.11.24.),9,8,1,5.6
3012,19금,19금,19금,19금,19금,19금,19금,19금,19금
3013,19금,19금,19금,19금,19금,19금,19금,19금,19금
3014,천하제일 호위무사 [단행본],무협,이민우,(2014.02.03.),(2014.02.03.),5,11,7,6.7
3015,폭뢰신창 [단행본],무협,이주용,(2018.03.29.),(2018.03.29.),6,11,4,7.2
3016,19금,19금,19금,19금,19금,19금,19금,19금,19금
3017,생존록 [단행본],판타지,홍준성,(2013.10.10.),(2013.10.10.),5,27,5,6.9
3018,19금,19금,19금,19금,19금,19금,19금,19금,19금
3019,친애하는 나의 적,미스터리,한상운,(2014.08.06.),(2014.09.13.),34,19,44,9.0
3020,나는 신화다 [단행본],현판,Otello,(2017.01.19.),(2017.01.19.),8,30,17,3.9
3021,간격 [단행본],로맨스,이둘희,(2017.01.17.),(2017.01.17.),2,41,64,8.8
3022,선(瑄)왕조의 막내 옹주,로맨스,김나래,(2013.12.17.),(2014.06.19.),116,6,11,7.0
3023,19금,19금,19금,19금,19금,19금,19금,19금,19금
3024,극양극혈 [단행본],무협,유진산,(2015.08.26.),(2015.08.26.),15,10,1,5.2
3025,한계돌파 [단행본],판타지,그린동화,(2017.01.26.),(2017.01.26.),16,67,14,4.0
3026,혈왕전생 [단행본],판타지,정은호,(2015.07.30.),(2015.07.30.),7,23,34,6.8
3027,19금,19금,19금,19금,19금,19금,19금,19금,19금
3028,쾌남 전설 [단행본],현판,요수해인,(2015.01.05.),(2015.01.05.),9,13,36,6.9
3029,19금,19금,19금,19금,19금,19금,19금,19금,19금
3030,심득의 레이드,현판,장성필,(2017.12.20.),(2018.01.10.),151,16,3,6.2
3031,19금,19금,19금,19금,19금,19금,19금,19금,19금
3032,19금,19금,19금,19금,19금,19금,19금,19금,19금
3033,헤론의 영주 [단행본],판타지,한우리,(2012.03.23.),(2012.03.23.),5,16,6,5.8
3034,19금,19금,19금,19금,19금,19금,19금,19금,19금
3035,단단한 녀석 [BL],BL,주황연,(2016.04.18.),(2016.08.22.),59,29,27,9.3
3036,무명서생 [단행본],무협,건아성,(2014.04.18.),(2014.04.18.),7,14,18,7.8
3037,영환록,현판,일곱글자,(2016.10.31.),(2017.08.08.),195,75,45,8.2
3038,진호전기 [단행본],무협,임홍준,(2011.06.10.),(2011.06.10.),8,19,5,7.6
3039,살황 [단행본],무협,글작소,(2014.07.07.),(2018.04.06.),8,28,31,7.9
3040,이것이 나의 힘이다 [단행본],현판,더 페이서,(2018.01.31.),(2018.01.31.),8,14,10,6.5
3041,19금,19금,19금,19금,19금,19금,19금,19금,19금
3042,꿈의 찬가 [단행본],현판,정한담,(2014.07.24.),(2014.07.24.),5,17,10,6.6
3043,아찔한 만남 [오로라] [단행본],로맨스,조이혜,(2014.01.21.),(2014.01.21.),2,58,99,9.1
3044,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지
3045,그락서스의 군주 [단행본],판타지,곰룡,(2014.06.20.),(2014.06.20.),7,9,15,4.3
3046,19금,19금,19금,19금,19금,19금,19금,19금,19금
3047,나와 그녀와 그녀와 그녀의 건전하지 못한 관계 - 시드노벨 Seed Novel [단행본],라이트노벨,최지인,(2014.08.14.),(2014.12.31.),8,49,53,9.0
3048,가면의 용병왕 [단행본],판타지,류지혁,(2012.10.08.),(2012.10.08.),6,11,30,7.4
3049,내공무적 [단행본],무협,그림자 무사,(2012.08.29.),(2012.08.29.),6,5,2,6.3
3050,회귀에서 클리어까지,판타지,블루필드,(2017.06.22.),(2020.11.17.),400,211,36,8.8
3051,귀환사신전 : 그녀의 최종병기 [단행본],무협,가람휘,(2014.06.23.),(2014.06.23.),12,15,31,6.9
3052,슬픈 인연 [단행본],로맨스,허시사랑(최현자),(2011.06.10.),(2011.06.10.),1,19,24,8.7
