,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
2807,1위 길드의 D급 길드장님 [단행본],로판,리차수야,(2024.05.20.),(2024.05.20.),6,0,좋아요,0.0
2808,중원깡촌의 영물조련사 [단행본],무협,악휘S,(2024.05.20.),(2024.05.20.),5,0,좋아요,0.0
2809,결혼 예습[외전][단행본],로맨스,우아혜,(2024.05.20.),(2024.05.20.),1,0,좋아요,0.0
2810,19금,19금,19금,19금,19금,19금,19금,19금,19금
2811,네가 죽기를 바랄 때가 있었다 외전[단행본],로판,진서,(2024.05.20.),(2024.05.20.),1,0,좋아요,0.0
2812,결혼 예습[단행본],로맨스,우아혜,(2024.05.20.),(2024.05.20.),2,0,좋아요,0.0
2813,19금,19금,19금,19금,19금,19금,19금,19금,19금
2814,당신을 위한 해피 엔딩 [단행본],로판,블로,(2024.05.20.),(2024.05.20.),3,0,좋아요,0.0
2815,인간의 딸이 되었다,로판,홍다온,(2024.05.20.),(2024.05.20.),135,2,좋아요,10.0
2816,함부로 도발하면,로맨스,초연희,(2024.05.20.),(2024.05.20.),128,0,1,10.0
2817,19금,19금,19금,19금,19금,19금,19금,19금,19금
2818,망겜 속 야만전사,판타지,보헴,(2024.05.20.),(2024.05.20.),333,6,1,9.3
2819,19금,19금,19금,19금,19금,19금,19금,19금,19금
2820,회귀자는 재벌이 될 상이다 [단행본],현판,천해시,(2024.05.20.),(2024.05.20.),7,3,좋아요,10.0
2821,게임 속 천재 스파이로 살아남는 법,판타지,눈도끼,(2024.05.20.),(2024.05.20.),300,13,2,9.0
2822,19금,19금,19금,19금,19금,19금,19금,19금,19금
2823,19금,19금,19금,19금,19금,19금,19금,19금,19금
2824,19금,19금,19금,19금,19금,19금,19금,19금,19금
2825,어둠은 시각을 집어삼킨다,현판,아삐욜로,(2024.05.20.),(2024.05.20.),204,0,좋아요,9.3
2826,진짜 깡패,현판,이인배,(2024.05.20.),(2024.05.20.),120,2,좋아요,9.3
2827,죄악은 흔적을 남긴다,현판,Avalanche,(2024.05.20.),(2024.05.20.),152,0,좋아요,0.0
2828,제발 좀 읽어달라고,판타지,양갈비,(2024.05.20.),(2024.05.20.),162,32,2,9.5
2829,생계형 도사의 투잡 이야기 [단행본],현판,하늘을걷는자,(2024.05.20.),(2024.05.20.),9,0,좋아요,10.0
2830,19금,19금,19금,19금,19금,19금,19금,19금,19금
2831,19금,19금,19금,19금,19금,19금,19금,19금,19금
2832,19금,19금,19금,19금,19금,19금,19금,19금,19금
2833,어게인 일타강사 [독점],현판,훈삼아,(2023.10.24.),(2024.05.20.),201,212,4,8.6
2834,19금,19금,19금,19금,19금,19금,19금,19금,19금
2835,19금,19금,19금,19금,19금,19금,19금,19금,19금
2836,완전무결한 공작님께 [독점],로판,이현성,(2024.01.25.),(2024.05.20.),198,"1,646",39,9.8
2837,19금,19금,19금,19금,19금,19금,19금,19금,19금
2838,왕의 힘으로 회귀한다 [단행본],판타지,안소설,(2022.04.06.),(2024.05.20.),29,13,2,8.6
2839,성우 라디오의 속사정 [단행본],라이트노벨,니가츠 코우,(2021.09.16.),(2024.05.20.),6,1,좋아요,10.0
2840,회귀 이단심문관의 악마 사냥법 [단행본],판타지,양파랑,(2024.05.20.),(2024.05.20.),8,0,좋아요,10.0
2841,19금,19금,19금,19금,19금,19금,19금,19금,19금
2842,불편한 편의점,현판,김호연,(2024.05.19.),(2024.05.19.),53,98,15,9.9
2843,수비수가 골을 잘 넣음 [단행본],현판,차박손,(2024.05.19.),(2024.05.19.),9,1,좋아요,0.0
2844,아기님은 악덕 고용주가 아닙니다 [독점],로판,알삐,(2024.03.22.),(2024.05.19.),140,556,13,9.7
2845,대공가의 사생아가 검술을 훔침,판타지,아다따뚜겐,(2023.11.16.),(2024.05.19.),189,634,2,8.4
2846,버려질 서브 남주를 주웠더니 내게 집착한다 [독점],로판,조일구,(2024.05.18.),(2024.05.19.),120,96,4,9.0
2847,19금,19금,19금,19금,19금,19금,19금,19금,19금
2848,19금,19금,19금,19금,19금,19금,19금,19금,19금
2849,"고수, 황태자의 전 약혼녀가 되었습니다 [독점]",로판,빛라라,(2023.01.18.),(2024.05.19.),243,271,3,9.2
2850,재벌집 미운오리,현판,테드K,(2023.12.29.),(2024.05.18.),250,308,5,8.8
2851,삼국지 : 조조의 보급관은 살고 싶다,판타지,히캣,(2024.03.06.),(2024.05.18.),203,425,2,8.7
2852,19금,19금,19금,19금,19금,19금,19금,19금,19금
2853,알브레히트의 진주 [독점],로판,라비올리,(2024.04.13.),(2024.05.18.),120,554,7,9.3
2854,시한부 아내는 이혼을 원한다 [독점],로판,달사탕,(2024.02.28.),(2024.05.18.),129,238,6,9.5
2855,19금,19금,19금,19금,19금,19금,19금,19금,19금
2856,19금,19금,19금,19금,19금,19금,19금,19금,19금
2857,감염자들 [단행본],현판,하킴,(2024.05.18.),(2024.05.18.),28,3,1,9.9
2858,빌런 변호사가 법을 집행함 [단행본],현판,더할가,(2024.05.18.),(2024.05.18.),8,0,좋아요,10.0
2859,이세계 기사식당 [시즌 1-2][단행본],판타지,납자루,(2024.02.15.),(2024.05.18.),13,0,좋아요,10.0
2860,소드마스터가 돈이 많음 [단행본],판타지,악어뿔,(2024.05.18.),(2024.05.18.),4,0,좋아요,10.0
2861,하숙집의 대학원생 [단행본],판타지,그뭐였더라,(2024.05.18.),(2024.05.18.),8,0,좋아요,5.5
2862,자연인 재벌 성공기! [단행본],현판,교산(蛟山),(2024.05.18.),(2024.05.18.),7,0,좋아요,0.0
2863,19금,19금,19금,19금,19금,19금,19금,19금,19금
2864,19금,19금,19금,19금,19금,19금,19금,19금,19금
2865,회귀 후 마스터의 가짜 제자가 되다 [단행본],판타지,스스디,(2024.05.18.),(2024.05.18.),9,2,좋아요,10.0
2866,귀환자는 은퇴를 꿈꾼다 [단행본],판타지,분재나무,(2024.05.18.),(2024.05.18.),9,0,좋아요,7.5
2867,전생했더니 검이었습니다 15권 [단행본],라이트노벨,타나카 유,(2024.05.18.),(2024.05.18.),1,0,좋아요,0.0
2868,아카데미의 라스트 보스가 되었다 [단행본],판타지,인공잔디,(2024.05.18.),(2024.05.18.),8,1,1,0.0
2869,저주받은 나의 구원 [단행본],로판,저민,(2024.05.18.),(2024.05.18.),4,0,좋아요,0.0
2870,옆집에 첫사랑이 산다 [단행본],로맨스,에델,(2024.05.18.),(2024.05.18.),1,0,좋아요,10.0
2871,전직 조폭이 연기를 잘함 [단행본],현판,민트삼겹살,(2024.05.18.),(2024.05.18.),8,1,좋아요,9.3
2872,"수능 실패, 배우가 되다 [단행본]",현판,공중누각,(2024.05.18.),(2024.05.18.),8,2,좋아요,10.0
2873,게임 최강 트롤러 [단행본],판타지,군만두먹자,(2024.05.18.),(2024.05.18.),22,8,좋아요,10.0
2874,19금,19금,19금,19금,19금,19금,19금,19금,19금
2875,19금,19금,19금,19금,19금,19금,19금,19금,19금
2876,19금,19금,19금,19금,19금,19금,19금,19금,19금
2877,19금,19금,19금,19금,19금,19금,19금,19금,19금
2878,19금,19금,19금,19금,19금,19금,19금,19금,19금
2879,19금,19금,19금,19금,19금,19금,19금,19금,19금
2880,19금,19금,19금,19금,19금,19금,19금,19금,19금
2881,19금,19금,19금,19금,19금,19금,19금,19금,19금
2882,19금,19금,19금,19금,19금,19금,19금,19금,19금
2883,물고기를 보았다 [BL][단행본],BL,해임,(2024.05.18.),(2024.05.18.),2,0,좋아요,0.0
2884,19금,19금,19금,19금,19금,19금,19금,19금,19금
2885,19금,19금,19금,19금,19금,19금,19금,19금,19금
2886,물고기를 보았다 [BL],BL,해임,(2024.05.18.),(2024.05.18.),65,0,좋아요,0.0
2887,자격지심[BL][단행본],BL,리세,(2024.05.18.),(2024.05.18.),2,0,좋아요,0.0
2888,이 황후는 폭군을 길들입니다 [단행본],로판,로사린,(2024.05.18.),(2024.05.18.),5,0,좋아요,0.0
2889,조선에서 인간병기로 살아가는 법 [단행본],판타지,담배맛젤리,(2024.05.18.),(2024.05.18.),11,3,좋아요,10.0
2890,"1941, 작전명 : 열도 침몰 [단행본]",판타지,선우선사,(2024.05.18.),(2024.05.18.),15,1,1,8.6
2891,포식으로 레벨업하는 군주님 [단행본],판타지,아이박슨,(2024.05.18.),(2024.05.18.),12,0,좋아요,8.5
2892,19금,19금,19금,19금,19금,19금,19금,19금,19금
2893,강속구로 인생 역전! [단행본],현판,흑곰,(2024.05.17.),(2024.05.17.),8,0,좋아요,7.0
2894,재앙에서 살아남는 법 [독점],현판,e4e,(2023.07.25.),(2024.05.17.),223,539,2,8.3
2895,이세계 흙수저 선원으로 살아남기,판타지,필부지용,(2021.10.15.),(2024.05.17.),568,633,14,9.7
2896,19금,19금,19금,19금,19금,19금,19금,19금,19금
2897,멸망 예정인 아카데미에서 살아남기 [독점],판타지,들숨날글,(2023.10.03.),(2024.05.17.),225,"1,528",8,8.9
2898,어쩌다 흑막 [독점],판타지,유주,(2023.04.18.),(2024.05.17.),150,"4,084",61,8.7
2899,포인트로 배웁니다,무협,파이콘,(2024.03.06.),(2024.05.17.),138,175,2,7.5
2900,환생했더니 단종의 보모나인,판타지,윤인수,(2022.12.13.),(2024.05.17.),433,"8,588",71,9.8
2901,19금,19금,19금,19금,19금,19금,19금,19금,19금
2902,"나는 스파이, 아이돌이다",현판,소견,(2023.11.01.),(2024.05.17.),400,67,4,9.2
2903,멸망 후 무공 천재,현판,베어문도넛,(2024.02.16.),(2024.05.17.),175,140,1,8.1
2904,폭군 황녀는 하렘을 만든다 [선공개],로판,비얀,(2023.10.27.),(2024.05.17.),211,29,5,9.6
2905,조기교육 소드마스터 [단행본],판타지,PLANC,(2024.05.17.),(2024.05.17.),8,0,좋아요,0.0
2906,19금,19금,19금,19금,19금,19금,19금,19금,19금
2907,19금,19금,19금,19금,19금,19금,19금,19금,19금
2908,19금,19금,19금,19금,19금,19금,19금,19금,19금
2909,밤마다 남편이 바뀐다 [단행본],로판,한윤설,(2024.05.17.),(2024.05.17.),6,1,좋아요,0.0
2910,나의 남자사람친구 [단행본],로맨스,플라비,(2024.05.17.),(2024.05.17.),2,0,좋아요,10.0
2911,19금,19금,19금,19금,19금,19금,19금,19금,19금
2912,다비드 남편 [단행본],로맨스,허이령,(2024.05.17.),(2024.05.17.),3,0,좋아요,1.0
2913,부부가 연애를 시작하면 [단행본],로맨스,콩가네콩쓰,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2914,19금,19금,19금,19금,19금,19금,19금,19금,19금
2915,남사친과 실수는 추천하지 않습니다 [단행본],로맨스,권찌,(2024.05.17.),(2024.05.17.),3,0,좋아요,10.0
2916,대공의 꽃은 위태롭다 [단행본],로판,설렐,(2024.05.17.),(2024.05.17.),5,0,1,0.0
2917,두 번 빼앗긴 남편 [단행본],로판,리키타,(2024.05.17.),(2024.05.17.),7,0,좋아요,10.0
2918,죽었는데 왜 집착하세요 [단행본],로판,한윤설,(2024.05.17.),(2024.05.17.),6,2,좋아요,10.0
2919,엄마가 되었어요 [단행본],로맨스,김소미,(2024.05.17.),(2024.05.17.),5,0,1,10.0
2920,사라진 비서에게 [단행본],로맨스,진저리,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2921,짐승 같은 상사님 [단행본],로맨스,비색과,(2024.05.17.),(2024.05.17.),3,0,좋아요,0.0
2922,참을 수 없는 결혼 [단행본],로맨스,꽃그루,(2024.05.17.),(2024.05.17.),4,0,좋아요,10.0
2923,19금,19금,19금,19금,19금,19금,19금,19금,19금
2924,시월드가 내게 집착한다 [단행본],로판,한윤설,(2024.05.17.),(2024.05.17.),6,2,좋아요,9.5
2925,그 하녀가 공작가의 유산을 상속받은 이유 [단행본],로판,찬연,(2024.05.17.),(2024.05.17.),5,0,좋아요,10.0
2926,위험한 연하의 유혹을 받고 있습니다 [단행본],로판,시세Sisse,(2024.05.17.),(2024.05.17.),4,0,좋아요,10.0
2927,게임 속 마법 쓰는 드루이드가 되었다,판타지,비정현파,(2024.02.16.),(2024.05.17.),195,105,좋아요,8.8
2928,만능사원 전설이 되다 [단행본],현판,제이로빈,(2023.10.23.),(2024.05.17.),10,10,2,9.3
2929,잔혹한 밤 [단행본],로맨스,설리연,(2024.05.17.),(2024.05.17.),3,1,좋아요,9.8
2930,절대사부 [독점],무협,향부,(2023.11.14.),(2024.05.17.),175,62,6,9.3
2931,19금,19금,19금,19금,19금,19금,19금,19금,19금
2932,야한 거래 [독점],로맨스,꼬요꼬요,(2023.04.05.),(2024.05.17.),78,506,9,8.5
2933,위험한 이혼 [선공개],로맨스,해이류,(2024.05.17.),(2024.05.17.),125,56,3,8.7
2934,집착의 끝에서 [독점],로맨스,모리미,(2023.02.22.),(2024.05.17.),67,"1,258",5,7.9
2935,19금,19금,19금,19금,19금,19금,19금,19금,19금
2936,19금,19금,19금,19금,19금,19금,19금,19금,19금
2937,19금,19금,19금,19금,19금,19금,19금,19금,19금
2938,19금,19금,19금,19금,19금,19금,19금,19금,19금
2939,"어쩌다, 짐승과 신혼 [단행본]",로맨스,낭만로맨스,(2024.05.17.),(2024.05.17.),3,0,좋아요,0.0
2940,낯선 동거 [단행본],로맨스,차윤서,(2024.05.17.),(2024.05.17.),3,6,좋아요,10.0
2941,마도魔刀,무협,겨루,(2024.05.17.),(2024.05.17.),149,5,1,9.7
2942,19금,19금,19금,19금,19금,19금,19금,19금,19금
2943,나 혼자 특성빨로 무한 성장 [독점],판타지,선운(鮮雲),(2021.01.20.),(2024.05.17.),547,"8,222",188,8.9
2944,탐닉의 조건 [선공개],로맨스,문희,(2024.05.17.),(2024.05.17.),82,106,3,9.6
2945,불온한 집착 [선공개],로맨스,임여리,(2024.05.17.),(2024.05.17.),75,"1,308",5,9.5
2946,버려진 딸은 조용히 살지 않습니다 [선공개],로판,마곰치,(2024.05.17.),(2024.05.17.),142,109,19,9.4
2947,무과금으로 랭킹 1위가 되는 법 [단행본],판타지,바난트,(2024.05.17.),(2024.05.17.),10,0,좋아요,0.0
2948,병약한 대공비의 남편은 기억 상실 [선공개],로판,천혜랑,(2024.05.17.),(2024.05.17.),84,23,1,8.0
2949,1세대 각성자는 과보호받는 중입니다 [단행본],현판,석희,(2024.05.17.),(2024.05.17.),9,0,좋아요,10.0
2950,짝사랑은 끝났으니 알아서들 하세요 [단행본],로판,스크류뿅뿅,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2951,천마가 되어 돌아온 막내황자 [독점],판타지,기아스,(2023.07.04.),(2024.05.17.),241,356,16,8.4
2952,목숨만은 살려 주세요 [외전][단행본],로판,전어나,(2024.05.17.),(2024.05.17.),1,0,좋아요,0.0
2953,당신의 다정함에 대하여 [단행본],로판,령아,(2024.05.17.),(2024.05.17.),6,0,좋아요,10.0
2954,폭풍이 지나간 자리에 남은 것은 [단행본],로판,유지온,(2024.05.17.),(2024.05.17.),6,0,좋아요,10.0
2955,야심한 파트너 [단행본],로맨스,타그트라움,(2024.05.17.),(2024.05.17.),4,0,1,0.0
2956,실종된 성녀가 바로 나였다 [선공개],로판,라르메,(2024.05.17.),(2024.05.17.),87,13,3,8.5
2957,복수 그리고 계약연애 [단행본],로맨스,모카혜진,(2024.05.17.),(2024.05.17.),3,0,좋아요,0.0
2958,"아마도, 굿모닝 [단행본]",로맨스,우지혜,(2024.05.17.),(2024.05.17.),3,4,좋아요,10.0
2959,"폐하, 황후는 이제 그만할래요 [단행본]",로판,이바램,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2960,공포 추리 게임 속에 갇힘 [단행본],로판,결채,(2024.05.17.),(2024.05.17.),6,0,좋아요,0.0
2961,불순물의 미학 [단행본],로맨스,김윤,(2024.05.17.),(2024.05.17.),2,0,좋아요,0.0
2962,19금,19금,19금,19금,19금,19금,19금,19금,19금
2963,19금,19금,19금,19금,19금,19금,19금,19금,19금
2964,남주의 죽음을 비틀어 버렸는데 [단행본],로판,우제,(2024.05.17.),(2024.05.17.),5,0,2,0.0
2965,엘레니아의 아주 평범한 도망 [단행본],로판,이사메이,(2024.05.17.),(2024.05.17.),5,0,좋아요,0.0
2966,19금,19금,19금,19금,19금,19금,19금,19금,19금
2967,19금,19금,19금,19금,19금,19금,19금,19금,19금
2968,19금,19금,19금,19금,19금,19금,19금,19금,19금
2969,19금,19금,19금,19금,19금,19금,19금,19금,19금
2970,19금,19금,19금,19금,19금,19금,19금,19금,19금
2971,19금,19금,19금,19금,19금,19금,19금,19금,19금
2972,19금,19금,19금,19금,19금,19금,19금,19금,19금
2973,19금,19금,19금,19금,19금,19금,19금,19금,19금
2974,19금,19금,19금,19금,19금,19금,19금,19금,19금
2975,19금,19금,19금,19금,19금,19금,19금,19금,19금
2976,나혼자 아카데미 무공 사용자,판타지,꼬마돌,(2024.05.17.),(2024.05.17.),641,84,1,6.9
2977,푸른 눈의 정도전 [미니노블],판타지,문찬,(2024.05.17.),(2024.05.17.),100,109,좋아요,9.4
2978,19금,19금,19금,19금,19금,19금,19금,19금,19금
2979,19금,19금,19금,19금,19금,19금,19금,19금,19금
2980,위대한 유혹 [단행본],로맨스,Lunar 이지연,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2981,결혼은 계획이다 [단행본],로맨스,Lunar 이지연,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2982,"망했다, 남캐에 빙의하다니! [단행본]",로판,김선유,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2983,위대한 미친개 [단행본],로맨스,여희재,(2024.05.17.),(2024.05.17.),3,0,좋아요,10.0
2984,19금,19금,19금,19금,19금,19금,19금,19금,19금
2985,19금,19금,19금,19금,19금,19금,19금,19금,19금
2986,19금,19금,19금,19금,19금,19금,19금,19금,19금
2987,19금,19금,19금,19금,19금,19금,19금,19금,19금
2988,재미로 계약결혼 [단행본],로맨스,은보라,(2024.05.17.),(2024.05.17.),6,0,좋아요,10.0
2989,19금,19금,19금,19금,19금,19금,19금,19금,19금
2990,19금,19금,19금,19금,19금,19금,19금,19금,19금
2991,죽음을 희망합니다 [단행본],로판,유예랑,(2024.05.17.),(2024.05.17.),5,0,좋아요,10.0
2992,은혜를 원수로 갚을 예정입니다 [단행본],로판,함초롱,(2024.05.17.),(2024.05.17.),6,1,좋아요,0.0
2993,공작 부인은 오늘만 산다 [단행본],로판,개스켈,(2024.05.17.),(2024.05.17.),6,0,좋아요,10.0
2994,이번 생은 영화처럼 [선공개],로맨스,미미,(2024.05.17.),(2024.05.17.),71,377,6,9.8
2995,침묵의 여름 (Träumerei) [선공개],로맨스,다하루,(2024.05.17.),(2024.05.17.),152,33,11,9.9
2996,흑막을 길들이면 위험한 이유,로판,랑해,(2024.05.17.),(2024.05.17.),104,15,6,9.3
2997,아내가 나를 배신하려 한다 [단행본],로판,룹타,(2024.05.17.),(2024.05.17.),4,0,좋아요,0.0
2998,19금,19금,19금,19금,19금,19금,19금,19금,19금
2999,19금,19금,19금,19금,19금,19금,19금,19금,19금
3000,19금,19금,19금,19금,19금,19금,19금,19금,19금
3001,19금,19금,19금,19금,19금,19금,19금,19금,19금
3002,낯선 동거,로맨스,차윤서,(2024.05.17.),(2024.05.17.),94,71,좋아요,9.4
3003,연금술사는 오늘도 초콜릿을 만든다 [단행본],로판,수레국화꽃말,(2024.05.17.),(2024.05.17.),5,0,좋아요,0.0
3004,황제의 침실엔 마녀가 산다 [단행본],로판,몽시,(2024.05.17.),(2024.05.17.),11,0,좋아요,0.0
3005,19금,19금,19금,19금,19금,19금,19금,19금,19금
3006,19금,19금,19금,19금,19금,19금,19금,19금,19금
3007,19금,19금,19금,19금,19금,19금,19금,19금,19금
