,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
4802,그냥 장난이었어,현판,클랜시,2013-12-02,2014-03-24,36,26,17,9.1
4803,잡조,무협,김현진(김대산),2013-01-22,2013-01-22,7,8,7,7.9
4804,역적의 꿈,현판,비류수,2015-10-21,2016-01-02,242,12,11,5.5
4805,두 번 사는 남자,판타지,정한담,2014-01-02,2014-01-02,8,15,5,6.0
4806,와룡등천,무협,마천,2013-11-05,2013-11-05,6,12,3,6.2
4807,기적의 치료사,현판,백도라지,2014-07-08,2014-07-08,9,26,12,4.2
4808,상왕 카이란,판타지,지원,2013-10-02,2013-10-02,7,27,6,5.3
4809,밤의 문이 열리면,로판,이윤주(소년정독),2017-01-02,2017-01-02,96,32,99,8.4
4810,천봉,무협,한수오,2014-09-29,2014-09-29,9,5,4,6.9
4811,진우전기,현판,기천우,2015-07-29,2015-07-29,10,31,7,4.0
4812,이보다 나쁠 순 없다,로판,하얀라일락,2016-11-28,2016-11-28,116,8,59,7.8
4813,마도교육 마스터,판타지,전정현,2015-07-27,2015-07-27,9,45,16,4.7
4814,시크릿 서비스,현판,진필명,2014-09-17,2014-12-02,6,8,9,6.1
4815,한제국기,현판,최용섭,2013-12-11,2013-12-11,6,11,9,6.2
4816,장기,무협,이웅래,2013-10-25,2013-10-25,10,16,2,6.9
4817,연금스미스,판타지,전정현,2013-04-12,2013-04-12,6,17,8,4.9
4818,사랑이 지배하다,로맨스,송지아,2015-04-14,2015-07-07,109,8,27,8.2
4819,다운로더,현판,위상,2017-08-29,2019-05-03,16,37,12,7.0
4820,세무사 차현호,현판,고고33,2016-01-11,2016-02-27,159,22,12,6.4
4821,태양을 삼키다,로맨스,지지아,2015-04-30,2015-07-30,86,11,32,9.5
4822,괴도 쟈피로,로판,지은형,2016-02-05,2016-02-05,5,9,51,8.6
4823,그라마타☆루디,로판,호노라,2014-04-10,2014-07-03,8,21,34,7.9
4824,이계등선,판타지,유진산,2015-10-27,2015-10-27,24,16,12,5.7
4825,커서 마스터,현판,장성필,2017-05-12,2017-08-11,202,44,11,5.3
4826,21세기 고구려,판타지,홍마루,2017-10-12,2019-11-29,24,25,13,6.3
4827,현대 연금술사,현판,현윤,2015-07-03,2015-07-03,10,20,15,4.6
4828,청운표국,무협,이준호,2012-01-13,2012-01-13,8,20,11,6.1
4829,어둠의 시대,판타지,피처,2017-04-25,2017-11-03,413,39,11,5.6
4830,하인무적,무협,원하,2017-04-14,2017-05-10,297,21,11,6.0
4831,무한존재,판타지,묵룡,2017-05-30,2017-05-30,30,10,5,6.6
4832,조선여형사,현판,이수광,2015-08-05,2016-02-26,98,31,53,9.1
4833,밀크? 밀크!,로맨스,가레트,2015-08-18,2015-09-18,83,19,49,8.8
4834,체어맨 최명호,현판,남운,2017-06-16,2017-06-16,33,15,2,2.9
4835,어린 신부,로맨스,진아연,2014-12-23,2015-02-05,45,24,35,8.9
4836,The trinity,현판,일필(一筆),2014-08-05,2014-11-18,227,7,14,5.7
4837,천뢰신기(天雷神記),무협,투제이,2015-01-20,2015-09-23,301,8,26,5.3
4838,남자 전설을 쓰다,현판,송담,2014-08-01,2014-08-01,7,31,9,4.2
4839,특성 있는 소드마스터,판타지,이정하,2017-08-31,2017-08-31,100,81,16,7.3
4840,영웅의 도시,현판,이원호,2017-05-30,2017-06-12,12,13,2,7.6
4841,하얀 그림자-영웅연대기,현판,내글,2016-02-05,2016-11-15,270,9,6,4.8
4842,파워 오브 머니,현판,남운,2012-11-30,2012-12-05,10,18,3,6.0
4843,귀영신투,무협,박현수,2014-09-30,2014-09-30,8,28,17,5.6
4844,게이트 헌터,판타지,권용찬,2016-09-12,2016-12-25,246,69,20,5.9
4845,생명의 네크로맨서,현판,용천수,2015-06-01,2015-06-01,12,14,12,5.1
4846,강희 - 블랙 라벨 클럽 002,로판,전은정,2014-06-16,2014-06-16,4,58,104,8.4
4847,빠라끌리또(완전범죄 전담 검사),현판,가프,2015-09-14,2019-01-09,188,142,19,9.6
4848,그만의 사랑법(개정판),로맨스,정미림,2015-09-22,2015-09-22,2,24,47,8.6
4849,절대검신,무협,신동진,2013-07-11,2013-07-11,6,5,1,6.8
4850,화산검신,무협,김태현,2014-12-01,2014-12-01,24,64,60,4.7
4851,청풍사,판타지,송동혁,2014-02-26,2014-02-26,8,17,19,7.9
4852,머더러 시티,판타지,채병일,2014-12-10,2015-06-22,9,60,35,6.5
4853,기적의 남자,현판,하영후,2014-04-08,2014-04-08,4,24,24,7.7
4854,파란만장 태자호위담,로판,양효진,2014-09-02,2014-09-02,3,23,68,8.7
4855,천만감 갓정환,현판,빅터스,2016-01-14,2016-05-17,200,27,9,5.6
4856,참마도,무협,이작,2012-07-30,2012-07-30,4,15,10,7.5
4857,용검전기,판타지,방수윤,2017-05-19,2017-05-19,51,32,6,7.6
4858,히든커넥션,판타지,정성민,2014-09-23,2014-09-23,27,18,12,5.5
4859,절세신검존,무협,태황,2017-06-14,2017-06-14,21,3,1,5.4
4860,대한의 노호,현판,백도라지,2013-07-19,2013-07-19,5,14,5,4.2
4861,이노엘리,로판,노엘,2017-02-27,2017-02-27,185,52,141,8.7
4862,광자임해,판타지,매검향,2015-04-23,2015-04-23,7,17,15,6.4
4863,성검의 주인,현판,정원탁,2014-07-24,2014-07-24,9,20,18,5.3
4864,삭월,무협,백린,2014-06-10,2014-06-10,6,2,9,6.2
4865,바람의 길,무협,송진용,2014-04-01,2014-04-01,5,11,14,7.7
4866,다시 한번..?,로맨스,타에린,2014-03-18,2014-03-21,80,14,29,8.1
4867,두근두근,로맨스,정경하,2012-11-01,2012-11-01,1,36,46,8.7
4868,유혹의 속삭임 외전증보판,로맨스,김랑,2014-06-30,2014-06-30,2,33,117,8.9
4869,풍운검로,무협,정상수,2016-03-04,2016-03-25,10,125,26,5.5
4870,상처,로맨스,우사랑,2014-07-14,2014-07-24,123,41,45,8.8
4871,마이퍼스트레이디,로맨스,미송,2014-02-07,2014-05-19,32,7,37,8.5
4872,일 생존해 보자!,현판,막장법사,2018-06-29,2019-11-08,1240,334,24,7.9
4873,협잠기,무협,조운천,2016-09-02,2017-11-16,35,29,13,5.9
4874,백수의 제왕,현판,정현,2015-09-15,2015-09-15,8,8,9,6.0
4875,도왕,무협,용대운,2015-01-27,2015-01-27,12,11,12,7.6
4876,무영 (체험판),무협,기신,2012-09-20,2012-09-20,1,6,0,8.8
4877,물들다,로맨스,이채영,2013-04-12,2013-04-12,1,111,194,9.0
4878,아르카디아 대륙기,판타지,오병일,2012-12-27,2012-12-27,9,44,31,7.3
4879,신데렐라는 죽었다,로판,렘티,2017-02-01,2017-03-28,187,55,109,8.1
4880,대한립기,판타지,MysterLee,2014-04-16,2014-04-16,7,14,13,4.9
4881,풍운제일보 개정판,무협,송진용,2016-07-08,2016-07-08,10,15,4,5.7
4882,재벌닷컴,현판,매검향,2017-08-10,2017-10-10,200,25,11,6.9
4883,넘버세븐,판타지,이모탈,2014-10-07,2014-10-07,10,12,21,6.7
4884,그날 이후(재개정판),로맨스,국희,2014-06-11,2014-07-08,86,2,27,7.8
4885,아뜰라에르,로맨스,서정윤,2016-05-02,2016-05-02,2,75,196,9.2
4886,색협,무협,한수오,2014-09-29,2014-09-29,9,4,7,5.7
4887,포이즌 로드,판타지,김민석,2013-08-16,2013-08-16,7,21,6,6.5
4888,誓戀(서련),로맨스,신이경,2014-12-12,2015-03-25,49,16,42,8.9
4889,뱀파이어 선비-범파 이언,판타지,무사이,2016-04-14,2016-04-14,5,9,33,7.1
4890,낙원의 오후,로맨스,조강은,2016-03-15,2016-03-15,1,242,400,9.4
4891,THE 삥 : 생계형 레이드,판타지,정주(丁柱),2017-05-17,2017-05-17,12,36,23,6.0
4892,위기는 기회다,현판,장훈,2013-05-16,2013-05-22,6,28,5,6.2
4893,천룡소,무협,춘야연,2013-03-06,2013-03-06,8,12,4,6.2
4894,그 황제의 은밀한 욕구(개정판),로맨스,세라비이,2015-11-11,2016-02-25,60,8,20,6.4
4895,붉은 각인,로판,박혜아,2014-05-07,2014-05-07,1,90,209,8.9
4896,초감각 지배자,현판,어진바람,2016-04-21,2017-01-02,251,21,15,6.4
4897,나를 가져줘,로맨스,이루리,2015-03-04,2015-06-01,47,34,52,8.2
4898,어느 아나운서의 고백,로맨스,최나루,2016-11-17,2016-11-17,113,4,25,6.7
4899,충룡왕기,무협,배준영,2015-03-19,2015-03-19,6,36,27,8.0
4900,무적영웅 대륙을 가르다,판타지,홀로선별,2011-06-10,2011-06-10,10,19,11,5.9
4901,뜨겁게 던져라,현판,세상S,2017-03-02,2017-05-18,248,49,6,4.3
4902,카라부란,로맨스,이혜경,2012-01-13,2012-01-13,2,14,10,8.8
4903,프레릭의 영주,판타지,양준석,2014-08-20,2014-08-20,8,23,19,6.0
4904,향기의 바람이 닿은 곳은,로맨스,봉다미,2018-05-30,2018-05-30,56,28,70,9.7
4905,유협불로(遊俠不怒),무협,변혁,2016-12-16,2017-07-04,200,136,111,6.9
4906,바보 영주,판타지,양승훈,2016-03-31,2016-05-30,188,51,15,6.3
4907,타겟 온,판타지,워럭,2016-04-11,2016-04-11,284,56,22,3.8
4908,붉은 소금성,판타지,박영주(박이수),2013-01-10,2013-01-10,5,38,31,8.1
4909,경영의 신,현판,지원,2016-01-18,2017-01-03,107,26,9,5.0
4910,알페니아 사가 BL,로맨스,네쥬,2016-01-26,2016-01-26,3,19,49,9.1
4911,시스템 메이저리거,현판,은수랑,2017-01-31,2017-07-06,278,117,54,7.3
4912,십왕연대기,판타지,한세,2014-05-02,2014-07-11,14,23,34,5.2
4913,패자지천,무협,풍백,2017-10-24,2017-10-24,7,21,1,6.4
4914,천하제일 아이돌,현판,마지막한자,2016-06-08,2016-09-21,211,26,7,4.8
4915,용인기,무협,씩스,2014-06-10,2014-06-10,8,32,33,7.2
4916,배틀워커,판타지,김용환,2012-11-30,2012-12-05,6,10,0,7.2
4917,오버 로드 : 남들은 헬 나에겐 이지,판타지,Primus,2017-04-18,2017-06-26,150,63,9,6.4
4918,빙하탄,무협,장경,2015-04-30,2015-04-30,3,25,33,8.3
4919,"가희, 사랑할지어다",로맨스,정연주,2014-10-22,2014-10-22,2,26,53,8.9
4920,학사무림 (개정판),무협,봉황송,2018-06-14,2018-06-14,15,7,4,6.4
4921,만렙 먼치킨,현판,선더볼트,2017-08-17,2018-01-24,181,179,22,7.1
4922,인형 아가씨,현판,SUJI,2013-07-04,2013-11-06,66,14,6,8.4
4923,전투왕,현판,버저비터,2017-07-03,2017-09-02,155,77,9,6.7
4924,헌터 스트라이크 백,판타지,로만초,2016-05-25,2016-07-01,152,42,10,6.3
4925,마왕이 된다면,판타지,김휘,2016-05-12,2016-05-12,8,38,39,5.3
4926,사일참월,무협,엄인용,2013-12-20,2013-12-20,5,9,2,6.7
4927,환생 절대자,판타지,타노스,2017-02-15,2018-03-09,202,42,9,5.7
4928,자베스,판타지,현민,2015-08-26,2015-08-26,18,41,17,8.1
4929,마룡의 후예,무협,송진용,2014-04-07,2014-04-07,6,11,21,7.4
4930,경제 대통령,현판,매검향,2015-04-23,2015-04-23,5,13,10,6.2
4931,겨울잠,로판,여왕,2015-01-06,2015-01-06,3,60,67,9.3
4932,혈황,무협,태황,2017-06-14,2017-06-14,21,6,2,6.5
4933,레이드 크로니클,판타지,김현우,2016-03-11,2016-03-11,200,20,13,5.8
4934,결혼이 두 남녀에게 미치는 영향,로맨스,김홍비,2015-11-24,2015-11-24,2,21,63,8.7
4935,「 나는 경호원 입니다 」,로맨스,몽천사,2014-11-24,2015-01-05,52,40,66,8.2
4936,시온의 대륙,판타지,두경,2014-11-12,2014-11-12,8,32,12,5.5
4937,노병은 죽지 않는다,판타지,ROHRAN,2016-10-26,2016-11-11,205,49,5,6.3
4938,첩첩표,무협,열해도,2015-04-09,2015-04-09,5,12,11,7.5
4939,십금,무협,흑설검,2013-11-21,2013-11-21,7,14,7,6.2
4940,유령비객,무협,짚풀,2017-02-01,2017-06-30,67,156,132,9.2
4941,천정문,무협,일륜,2015-09-02,2015-09-02,5,3,11,5.8
4942,조선의 상왕,판타지,매검향,2016-12-28,2017-02-20,237,17,9,6.5
4943,듀얼메이지,현판,정성민,2015-09-17,2015-12-31,266,29,14,4.3
4944,다크 블레이즈,판타지,김현우,2013-10-11,2013-10-11,10,11,32,7.0
4945,그와 결혼하다,로맨스,이미연,2012-05-17,2012-05-17,1,74,157,8.4
4946,귀환자의 일상,현판,선더볼트,2016-11-10,2017-02-07,176,61,13,7.9
4947,수라검선,무협,곽운,2014-06-10,2014-06-10,6,14,9,7.5
4948,천하제일귀,무협,등고자비,2012-09-21,2012-09-21,4,3,0,6.5
4949,찬란한 제국,판타지,백도라지,2014-05-15,2014-05-15,5,19,8,7.6
4950,계약의 목걸이(개정판),로판,양효진,2013-11-22,2013-11-29,7,14,16,8.1
4951,평차원에서 온 능력자,현판,황규영,2018-06-12,2019-04-16,319,7358,293,9.2
4952,혈룡전,무협,기억의 주인,2017-03-31,2017-03-31,6,20,5,7.3
4953,바람의 마스터,현판,임영기,2015-09-14,2015-11-24,202,8,7,6.0
4954,미워할 수 없는 남자,로맨스,허시사랑(최현자),2011-06-10,2011-06-10,2,35,61,8.6
4955,운해금룡,무협,남운,2015-10-22,2015-10-22,21,5,5,6.4
4956,제국 창건기,현판,제임스뽄드,2013-09-25,2013-09-25,11,19,6,5.7
4957,천마묵비영,무협,구왕,2015-01-07,2015-01-07,15,9,15,6.1
4958,세계 유일의 남자,현판,천중화,2014-06-09,2014-06-09,5,9,11,4.9
4959,황금 십자가,판타지,박제후,2014-02-27,2014-02-27,15,33,16,7.1
4960,진삼,무협,나재륜,2015-08-07,2015-08-07,7,14,13,5.8
4961,화산의협,무협,사가,2014-02-27,2014-10-21,10,25,16,5.9
4962,협마전,무협,초강,2017-04-11,2017-04-11,15,6,6,5.2
4963,제국의 군인,판타지,요람,2013-08-12,2013-08-12,5,21,11,6.9
4964,바벨의 탑,현판,푸른하늘,2013-12-20,2013-12-20,12,28,8,5.6
4965,검제,판타지,배현상,2011-06-10,2011-06-10,12,34,11,4.9
4966,샴페인 톡. 톡.,로판,신이경,2015-06-29,2015-07-30,56,11,42,9.2
4967,끝내주는 조상 탓,현판,고인돌,2014-06-27,2015-03-31,8,13,13,5.4
4968,스페셜 원,판타지,귀수,2014-09-25,2014-09-25,10,21,11,5.8
4969,뇌신,무협,김강현,2014-12-01,2014-12-01,27,56,17,7.3
4970,십일야,로판,윤이수,2014-03-21,2014-03-21,2,69,173,8.9
4971,극염천강,무협,흑설검,2012-07-30,2012-07-30,5,11,7,6.6
4972,스타 프로게이머,현판,지금E순간,2016-08-19,2016-12-09,253,65,20,6.3
4973,에뜨랑제(개정판),현판,요삼,2015-08-20,2015-08-20,10,30,59,8.3
4974,마두의 제자,무협,이서현,2013-08-29,2013-08-29,6,16,0,7.4
4975,사검死劍,무협,송무향,2013-08-16,2013-08-16,5,9,3,6.8
4976,그 오후의 거리(출간),로맨스,박지영,2013-07-24,2013-07-24,1,76,74,8.8
4977,아저씨 식당,판타지,가휼,2017-02-17,2017-11-28,323,635,146,8.5
4978,결혼에서 사랑까지,로맨스,지이니,2016-07-22,2016-08-08,59,20,80,8.9
4979,천지무흔(天地無痕),무협,지화풍,2018-02-05,2018-02-05,7,10,4,7.4
4980,원소의 절대자,판타지,도란,2015-10-21,2015-10-21,10,20,24,5.6
4981,홍안(紅眼)황제의 여인,로맨스,로　제,2014-07-31,2015-02-25,22,31,61,6.4
4982,스파클,로맨스,미스틱,2014-01-27,2014-01-27,104,16,29,9.0
4983,1서클 대마법사,판타지,양강,2015-03-26,2015-03-26,10,18,22,6.9
4984,최후의 기사(여명과 황혼),판타지,전투망치,2015-04-30,2015-07-13,351,57,15,7.4
4985,내가 영웅일 리 없어,현판,장준우,2016-07-11,2017-03-14,131,53,112,7.4
4986,귀환 던전 클리너,현판,탁목조,2016-12-26,2016-12-26,228,54,25,6.2
4987,잔월대마,무협,추몽인,2012-11-14,2012-11-14,5,4,18,7.2
4988,달천 이계정복기,판타지,홀로선별,2011-06-10,2011-06-10,8,28,12,5.8
4989,하늘에서 내리는 카드,판타지,허풍선,2016-02-22,2016-08-10,377,47,10,4.3
4990,천검,판타지,박현수,2013-09-16,2013-09-16,9,44,6,4.4
4991,빛과어둠,판타지,이성태,2011-08-02,2011-08-02,11,32,12,6.8
4992,날아가는 칼,무협,한수오,2017-11-03,2017-11-03,6,8,3,8.8
4993,전능자,현판,윤가람,2016-05-09,2016-05-09,8,22,7,5.0
4994,쉬운 여자는 없다,로맨스,그린비a,2016-04-06,2016-05-04,83,8,38,8.7
4995,사랑 꿍 아야,로맨스,스윗제이,2015-09-03,2015-10-09,103,11,26,8.1
4996,"그 놈들, 뭔가 있다!",로맨스,썰,2014-03-24,2014-08-19,83,25,42,8.9
4997,통일의 아침,현판,백도라지,2014-01-27,2014-01-27,7,16,9,4.9
4998,제천신화,무협,김도훈,2015-03-30,2015-10-13,7,12,23,4.8
4999,한민족 프로젝트,현판,스테판,2014-03-27,2014-03-27,7,26,14,5.6
5000,봄 깊은 밤,로맨스,이유진,2015-10-26,2015-10-26,1,160,244,9.5
5001,왕도사전,무협,검미성,2015-01-29,2015-01-29,5,82,26,8.5
5002,우연은 필연보다 강하다,로맨스,그리며,2017-03-01,2017-09-03,94,243,480,9.4
5003,용병 생활백서!,판타지,주작,2016-04-07,2017-03-23,350,43,14,7.1
5004,조선의 봄,판타지,매검향,2017-02-06,2017-04-24,201,14,8,6.6
5005,그 남자의 사랑,로맨스,지지아,2014-12-15,2015-01-19,86,10,43,8.4
5006,천무진결,무협,진필명,2013-08-29,2013-08-29,5,4,1,6.1
5007,전생폐인,무협,청월검,2016-07-28,2016-08-08,9,32,23,3.5
5008,풍림화산,무협,임영기,2013-11-27,2013-11-27,5,11,6,6.6
5009,천왕번,무협,고월,2015-07-24,2015-07-24,6,13,10,7.1
5010,악제자,무협,윤민호,2017-04-15,2017-04-15,8,20,24,8.2
5011,삼국지 - 패왕기,판타지,아이시루스,2016-12-06,2017-03-02,257,142,45,8.3
5012,캔디 울리기,로맨스,신이틀,2016-12-21,2016-12-21,67,42,182,9.0
5013,무적사부,무협,박산소,2015-09-08,2015-09-08,140,12,41,6.9
5014,풋볼 라운드,현판,서가,2016-05-18,2016-12-05,178,16,7,7.1
5015,화선강호종횡기,무협,수라백,2016-03-02,2016-03-02,11,16,5,5.0
5016,사랑?? 설마!!,로맨스,투이아비,2015-07-23,2015-10-19,116,2,23,8.7
5017,호중지천,무협,남운,2017-05-19,2017-05-19,24,1,5,5.8
5018,전하의 비밀과외,로맨스,원종,2016-06-07,2016-11-07,152,166,56,9.7
5019,금수의 꽃 (개정판),로판,로즈라인,2017-04-05,2017-04-05,89,18,91,9.5
5020,마교생존기,무협,이준영,2013-11-05,2013-11-05,6,13,1,6.2
5021,디아만트 스펠,판타지,유세영,2015-07-09,2015-07-09,6,44,29,7.7
5022,한판 더!,판타지,천영,2015-12-16,2015-12-16,6,26,13,5.4
5023,달빛영주,판타지,최동환,2014-12-29,2014-12-29,21,8,36,5.7
5024,대박인생,현판,차지혁,2014-07-07,2014-07-07,6,16,12,4.9
5025,초월자의 검,판타지,장백산,2014-06-11,2014-06-11,7,12,10,6.1
5026,내 미친 노력,현판,베어문도넛,2017-09-14,2017-11-27,200,80,19,7.5
5027,"절벽 아래, 매",로판,맥리르,2015-10-29,2015-10-29,5,21,78,8.9
5028,"랑채 아씨, 홍주",로맨스,신해윤,2013-06-04,2013-06-04,1,67,123,9.3
5029,도시의 초인,현판,일우,2014-06-10,2014-06-10,8,6,9,6.0
5030,박살,무협,뇌전검,2011-12-13,2011-12-13,9,20,9,6.9
5031,풍운검협전,무협,송진용,2014-04-07,2014-04-07,5,7,8,8.1
5032,소천무쌍,무협,가람검,2015-03-16,2015-03-16,12,6,14,7.2
5033,곤륜산맥,무협,오채지,2018-01-04,2018-01-04,5,37,15,8.3
5034,불멸의 슬레이어,현판,진시월,2015-12-15,2016-05-19,243,23,8,5.0
5035,천마비상(天魔飛上),무협,용우,2018-02-05,2018-02-05,7,27,5,8.0
5036,취향저격,로맨스,히로타,2016-04-06,2016-05-25,59,17,45,8.7
5037,이 결혼 반댈세,로맨스,주황연,2017-05-30,2017-06-15,62,73,168,9.1
5038,장인이 돈이 많아요,현판,서인하,2017-08-17,2017-09-22,203,501,22,9.4
5039,절대검귀,무협,박하,2016-04-26,2016-06-07,122,6,21,6.2
5040,시검서생,무협,가람검,2016-05-30,2016-05-30,6,8,2,5.1
5041,아티팩트 타워,판타지,정성민,2014-04-04,2014-11-10,9,11,12,5.4
5042,달을 머금은 장미는 광기로 물들고,로판,김니사,2016-02-05,2016-03-07,123,28,78,8.4
5043,일부당천,무협,임영기,2012-12-26,2012-12-26,6,10,5,5.7
5044,카이론 전기,판타지,묵언,2012-10-26,2012-10-26,5,5,1,4.5
5045,사랑을 품다,로맨스,모하샤,2014-06-12,2014-11-18,93,23,44,8.8
5046,그림자 아내,로맨스,요조,2014-04-11,2014-04-11,1,51,153,8.6
5047,천우반생기,무협,자하,2018-03-08,2018-03-08,8,23,14,7.3
5048,"형사, 회귀하다!",판타지,스타스,2016-06-27,2018-10-01,188,26,9,6.9
5049,무상검,무협,양동학(일묘),2013-01-14,2013-01-14,13,11,13,7.6
5050,마중마제,무협,운룡,2015-10-22,2015-10-22,24,4,1,5.4
5051,흑암의 귀환자,판타지,이성현,2014-05-08,2015-03-20,177,26,28,6.7
5052,구천십지제일신마,무협,사마달,2011-06-10,2011-06-10,5,16,8,7.9
5053,불귀검,무협,일몽,2015-12-15,2015-12-15,5,7,17,6.6
5054,불사왕,판타지,최정연,2012-12-13,2012-12-13,6,57,25,7.6
5055,창귀,무협,별도,2012-01-26,2012-01-26,10,12,8,6.3
5056,검황지존보,무협,휘,2014-02-18,2014-02-18,6,10,10,6.6
5057,정령사 헌터 성공기,판타지,양인산,2017-01-11,2017-01-11,11,46,7,5.0
5058,천목귀왕,무협,청울,2015-10-23,2015-12-09,176,22,4,5.3
5059,장미기사 연대,판타지,뇌전검,2011-12-12,2011-12-12,6,17,4,7.2
5060,철자검,무협,유진산,2015-10-27,2015-10-27,15,3,11,5.2
5061,봉황의 비상,판타지,슈타인호프,2015-07-09,2015-07-09,7,12,38,6.0
5062,인페르노 로드,판타지,아이언,2016-05-18,2016-10-18,223,21,16,4.4
5063,천하제일검,무협,여혼,2016-07-13,2016-07-13,7,26,28,7.6
5064,천둥새,현판,황규영,2014-05-12,2014-07-18,54,82,28,8.1
5065,미친 재능의 B급 용병,판타지,우어나,2017-08-31,2018-04-20,171,32,9,6.5
5066,십왕결,무협,이광주,2014-07-03,2014-07-03,5,9,11,7.1
5067,무황학사,무협,일황,2014-06-10,2014-06-10,7,6,12,6.4
5068,마왕 관리사무소,현판,하늘땅사이,2016-06-16,2016-06-16,10,36,26,5.4
5069,질풍의 로젠크란츠,판타지,남수아,2015-01-19,2016-05-17,200,41,22,7.9
5070,코뉴-ONLY ONE LIFE,판타지,하하호호Rr,2016-01-27,2017-11-06,486,56,53,6.5
5071,타임 러너,판타지,봉사,2013-12-06,2013-12-06,10,32,8,5.9
5072,네크로세이지 전기,판타지,율무,2015-04-06,2015-04-06,11,17,45,7.1
5073,업라이징,판타지,마른멸치,2016-12-15,2016-12-15,15,34,22,6.2
5074,농구의 황태자,현판,윤백현,2016-03-16,2016-05-04,177,18,13,6.2
5075,포메른의 제왕,판타지,최동환,2014-10-28,2014-10-28,24,6,9,4.6
5076,고검보,무협,유성의,2016-11-11,2017-05-05,182,4,3,4.7
5077,배구 마에스트로,현판,이가후,2016-10-17,2017-04-03,229,30,24,7.9
5078,살수(殺手),무협,야생화,2016-06-22,2016-06-22,6,12,4,7.4
5079,말년 해병록,판타지,마린오징어,2014-06-23,2014-08-14,5,18,15,5.0
5080,룬 마스터,판타지,월랑,2014-06-10,2014-06-10,7,13,5,6.3
5081,"하자, 사랑",로맨스,신세진,2016-11-16,2016-11-16,87,30,85,8.0
5082,불사신조,무협,이주용,2018-02-08,2018-02-08,6,12,5,7.9
5083,마법사의 연구실,판타지,만상조,2014-08-21,2014-09-17,7,28,39,7.9
5084,심법,무협,이원효,2015-04-09,2015-04-09,5,7,2,6.7
5085,바운더리,판타지,동은,2015-07-29,2015-07-29,24,27,16,6.3
5086,김태풍 전성시대,현판,카르마이,2014-06-09,2014-06-09,10,10,5,5.7
5087,세렌디피티,로판,세비티아,2016-11-01,2016-11-01,58,5,23,7.0
5088,갑질,판타지,생착률95,2015-03-17,2015-03-17,10,25,26,5.1
5089,마검전설,판타지,요수,2012-06-25,2012-06-25,7,26,6,7.1
5090,은밀한 밤의 오피스,로맨스,장현미(현미짱),2015-07-08,2015-08-14,18,40,48,6.8
5091,궁극의 대제,판타지,산초,2015-03-13,2015-03-13,9,16,8,6.6
5092,업그레이더,판타지,정성민,2015-01-07,2015-01-07,24,17,11,5.7
5093,마스터헌터k,판타지,프롬헬,2017-01-18,2017-06-13,182,71,48,7.6
5094,월남전쟁,판타지,sgk,2014-06-11,2014-06-23,58,36,22,9.2
5095,다크메이지 카이젠,판타지,블루피스,2013-12-20,2013-12-20,5,18,3,6.5
5096,헤치호그,판타지,권태용,2013-03-07,2013-03-07,6,32,9,8.0
5097,무신귀환,무협,청산,2016-09-19,2020-10-20,159,13,9,5.9
5098,야수의 신부,로판,트리플베리,2017-07-19,2017-08-20,72,32,31,9.2
5099,역천마제,무협,온후,2018-01-25,2018-01-25,7,12,9,5.7
5100,주먹의 품격,현판,박동신,2014-05-07,2014-11-10,10,6,10,4.7
5101,정우,현판,베가,2018-01-15,2018-01-15,8,39,11,7.2
5102,괴물,무협,운월,2017-04-10,2017-04-10,21,16,9,4.2
5103,화홍 1부,로맨스,이지환,2015-05-12,2015-05-12,3,92,149,9.0
5104,777,현판,유현태,2014-07-01,2014-07-01,6,10,8,5.1
5105,천군의 꿈,현판,백도라지,2014-02-18,2014-02-18,9,12,9,5.0
5106,붉은마왕의 전설,판타지,지장환,2013-04-01,2013-04-01,5,15,1,5.7
5107,무천룡,무협,만복,2016-09-12,2017-07-04,224,17,34,6.9
5108,염왕진천하,무협,장산,2017-04-11,2017-04-11,30,3,1,4.4
5109,십왕결(十王訣),무협,이광주,2015-10-07,2016-02-24,118,12,9,8.2
5110,무공상인 완전판,무협,철영,2018-05-25,2018-07-27,176,7,12,7.8
5111,뇌전 출두,판타지,신비한,2016-10-12,2016-10-12,229,35,13,4.9
5112,키스톤 로맨틱 콤비외전포함BL,로맨스,임유니,2016-04-12,2017-12-27,65,124,55,9.3
5113,데스티노,로맨스,이수림,2015-10-26,2015-10-26,25,15,70,8.2
5114,그림자 군주,판타지,송치현,2015-01-07,2015-01-07,8,21,26,5.2
5115,신석기 마스터,판타지,기운찬,2017-02-01,2017-10-10,380,102,47,7.5
5116,정령사,현판,네르가시아,2015-06-09,2015-06-09,10,23,16,4.4
5117,6개월 마다 이사 다니는 여자.,로맨스,느린꽃,2015-10-19,2016-03-25,74,15,31,9.1
5118,이인세가,무협,김석진,2015-12-23,2015-12-23,21,14,2,6.5
5119,호위무사의 남자,로맨스,류재현,2014-12-01,2014-12-01,2,89,369,9.1
5120,마왕지로,판타지,강룡진,2016-03-21,2017-10-31,258,23,25,6.4
5121,황룡전기,무협,용대운,2015-12-04,2015-12-04,12,5,13,6.1
5122,퍼펙트런,판타지,정성민,2014-10-15,2014-10-15,24,21,12,5.8
5123,도깨비군,판타지,박상록,2011-06-10,2011-06-10,7,16,5,7.3
5124,박멸의 학살자,판타지,구름커피,2018-06-01,2018-12-18,300,45,5,6.0
