,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
2690,수상한 문과장,로맨스,벚꽃그리고,2024-04-17,2024-04-17,5,0,0,10.0
2691,사수하고 싶은 남자,로맨스,벚꽃그리고,2024-04-17,2024-04-17,4,0,0,0.0
2692,당신이어야만 합니다 외전,로맨스,서가희,2024-04-17,2024-04-17,1,0,0,0.0
2693,연인,로맨스,유오디아,2024-04-17,2024-04-17,2,2,0,8.7
2694,복수에는 이자가 붙는다,로판,강희자매,2024-04-17,2024-04-17,5,0,0,0.0
2695,세상에 나쁜 공녀님은 없다,로판,스캠퍼,2024-04-17,2024-04-17,6,0,1,10.0
2696,해선 안 될 짓,로맨스,단꽃비,2024-04-17,2024-04-17,4,0,0,0.0
2697,가짜 구원자를 버리겠습니다,로판,슈가자몽,2024-04-17,2024-04-17,4,0,0,10.0
2698,훔쳐 온 황태자비,로판,낰낰,2024-04-17,2024-04-17,4,0,0,0.0
2699,악역 꿈나무의 언니가 되었습니다,로판,불탄소,2024-04-17,2024-04-17,5,0,0,0.0
2700,폭군의 시한부 소꿉친구,로판,은해윤,2024-04-17,2024-04-17,4,0,0,0.0
2701,아무래도 결혼을 잘못한 것 같다,로판,김다함,2024-04-17,2024-04-17,7,0,1,10.0
2702,이 결혼은 술김에 이뤄졌습니다,로판,씩씩이레이디,2024-04-17,2024-04-17,7,0,0,0.0
2703,아내 교체,로맨스,와니니,2024-04-17,2024-04-17,60,73,4,8.7
2704,미친 재회,로맨스,정가령,2024-04-17,2024-04-17,2,0,0,10.0
2705,적 결혼,로맨스,노지아,2024-04-17,2024-04-17,3,0,0,10.0
2706,플리즈 비 마인,로맨스,박수정(방울마마),2024-04-17,2024-04-17,3,3,0,10.0
2707,안전한 지옥,로맨스,은지유,2024-04-17,2024-04-17,3,0,0,0.0
2708,짐승의 속삭임,로맨스,청화담,2024-04-17,2024-04-17,3,0,0,0.0
2709,망겜 속 지휘관이 되었다,판타지,헤븐즈,2024-04-17,2024-04-17,9,0,0,0.0
2710,머랭 치다 세상을 구함,로판,백묭,2024-04-17,2024-04-17,4,0,0,0.0
2711,우리 객잔 정상영업합니다! 외전 2 BL,로맨스,고이재,2024-04-17,2024-04-17,1,1,0,10.0
2712,흠뻑 적셔줘,로맨스,니주스,2024-04-17,2024-04-17,84,61,11,8.6
2713,해선 안 될 짓 외전,로맨스,단꽃비,2024-04-17,2024-04-17,1,0,0,0.0
2714,악녀가 열한 번 죽은 이유,로판,은록,2024-04-17,2024-04-17,4,0,0,10.0
2715,전남편과 결혼해야 하는 이유,로판,린아(潾娥),2024-04-17,2024-04-17,4,0,0,0.0
2716,"왕녀를 지키는 꽃, 리시안셔스",로판,Gazebo,2024-04-17,2024-04-17,8,0,0,10.0
2717,가업을 이어야 하는데 대공비가 되었다,로판,릴리아,2024-04-17,2024-04-17,8,0,0,10.0
2718,접근 금지! 미친 에스퍼 있음 BL,로맨스,텐인,2024-04-17,2024-04-17,122,1,0,10.0
2719,흑막들의 키워드를 바꾸면 외전,로판,요나,2024-04-17,2024-04-17,1,0,0,0.0
2720,애타는 로맨스,로맨스,Lunar 이지연,2024-04-17,2024-04-17,5,0,0,0.0
2721,원 포인트 레슨(One Point Lesson),로맨스,배덕희,2024-04-17,2024-04-17,73,84,0,9.5
2722,죽은 건 난데 용사님이 미쳐 버렸다,로판,팔당댐,2024-04-17,2024-04-17,200,5,0,10.0
2723,미국 흙수저 깡촌에서 살아남기,현판,커피흡입기,2023-08-14,2024-04-16,281,2286,23,9.9
2724,기간트 아카데미의 천재가 되었다,판타지,이세계사장,2024-04-16,2024-04-16,13,1,0,10.0
2725,깍두기 컨트롤러 BL,로맨스,시즘,2024-04-16,2024-04-16,5,0,0,0.0
2726,황제의 외동딸 특별 외전,로판,윤슬,2024-04-16,2024-04-16,1,0,0,0.0
2727,황제의 외동딸 - 블랙 라벨 클럽 004,로판,윤슬,2016-02-24,2024-04-16,198,195,95,9.1
2728,천재 스트라이커가 돌아왔다,현판,이고난,2024-04-16,2024-04-16,7,0,0,0.0
2729,필드를 씹어먹는 최연소 폭격기,현판,하구둑,2024-04-16,2024-04-16,5,0,0,0.0
2730,나만 탑에서 출석 보상,현판,지니어,2024-04-16,2024-04-16,9,0,0,10.0
2731,"전하, 제 남편이 되세요",로판,크림치즈식빵,2024-04-16,2024-04-16,5,0,0,0.0
2732,몽마가 찾아오는 밤,로판,신양이,2024-04-16,2024-04-16,4,0,0,0.0
2733,불순한 마음 GL,로맨스,코스모스영,2024-04-16,2024-04-16,1,0,0,0.0
2734,살인의 이유,로맨스,금스푼,2024-04-16,2024-04-16,1,0,0,0.0
2735,우아하고 효과적인 구혼 회피법,로판,은라겸,2024-04-16,2024-04-16,4,0,1,10.0
2736,저문 여름의 파사칼리아 외전,로판,이해소윰,2024-04-16,2024-04-16,1,0,0,0.0
2737,히틀러가 되었다,판타지,종이호랑이,2023-10-25,2024-04-16,366,1678,8,9.9
2738,복수하는 G급 각성자,현판,시리홍,2024-04-16,2024-04-16,7,0,0,10.0
2739,병약 서생이 너무 강함,무협,이온,2024-04-16,2024-04-16,6,1,0,0.0
2740,아카데미 얼굴천재가 되었다,판타지,4cachips,2024-04-16,2024-04-16,9,0,0,0.0
2741,불순한 입주 계약,로맨스,월강,2023-10-11,2024-04-16,73,850,8,9.3
2742,위험한 과외,로맨스,진시하,2024-04-16,2024-04-16,3,0,0,0.0
2743,귀환 용사의 인방 생활,판타지,유리손,2024-04-16,2024-04-16,225,19,0,4.2
2744,비틀린 애욕,로맨스,미세스한,2023-01-13,2024-04-16,90,302,6,7.8
2745,국선변호사,현판,션.K,2023-11-15,2024-04-16,53,48,24,9.6
2746,신의 마력을 가졌다,판타지,오늘오후에,2023-09-26,2024-04-15,259,1874,20,9.2
2747,세상 끝에서 온 무사 개정판,무협,천봉,2024-04-15,2024-04-15,12,1,0,10.0
2748,두 번 사는 프로게이머,현판,지언,2024-04-15,2024-04-15,335,2,0,10.0
2749,적가상방 개망나니,무협,미리혼,2024-04-15,2024-04-15,25,0,0,0.0
2750,나랑 자게 될 거야,로맨스,차가울(미캉),2024-03-14,2024-04-15,88,1403,24,9.6
2751,운명을 거부하는 법,로판,히리엔,2023-08-02,2024-04-15,179,17,5,7.1
2752,미래를 보는 소드마스터,판타지,장홍,2023-08-29,2024-04-15,154,561,6,9.0
2753,일인군 분신술사,현판,사일도,2023-12-16,2024-04-15,129,76,3,8.0
2754,구검쟁패,무협,풍백,2023-05-23,2024-04-15,239,409,5,8.8
2755,환생검귀,무협,월랑,2024-04-15,2024-04-15,11,3,0,8.1
2756,에인트(ain't),로맨스,티케one,2024-04-02,2024-04-15,158,3,3,9.7
2757,은퇴한 전설은 조용히 살고 싶다,현판,바나바다,2024-03-05,2024-04-15,151,170,3,9.2
2758,남편을 잘못 키워 버렸다,로판,다라빛,2024-04-15,2024-04-15,5,0,0,0.0
2759,밤만 되면 백작님이 개정판,로판,정든,2024-04-15,2024-04-15,119,76,2,9.8
2760,후작가의 마법 천재,판타지,키보드만세,2024-04-15,2024-04-15,13,0,0,8.0
2761,네게 스미는 밤,로맨스,시크로터스,2024-04-15,2024-04-15,3,0,0,0.0
2762,더티 웨딩,로맨스,리버 진,2024-03-21,2024-04-15,99,2775,11,9.5
2763,마스터 캐슬,판타지,권태용,2024-04-15,2024-04-15,10,0,0,9.0
2764,애기븝미쟝이 되었다,판타지,신사너구리,2024-04-15,2024-04-15,7,1,0,10.0
2765,재앙급 헌터가 되었습니다,판타지,신율,2024-04-15,2024-04-15,10,2,0,6.5
2766,얼음나무 숲 완전판,판타지,하지은,2024-04-15,2024-04-15,68,0,5,10.0
2767,언제나 밤인 세계,판타지,하지은,2024-04-15,2024-04-15,64,4,0,10.0
2768,내 신도들이 너무 강하다,판타지,알시리스,2024-04-15,2024-04-15,9,0,0,7.0
2769,장강용왕,무협,남운,2024-04-15,2024-04-15,7,1,0,5.0
2770,땅땅거리는 놈,무협,박동신,2024-04-15,2024-04-15,13,6,0,10.0
2771,원작에 없는 북부 공작과 결혼했다,로판,오디열매,2024-04-15,2024-04-15,180,2,0,9.8
2772,천재 투수가 망팀을 살림,현판,김퀄,2024-04-15,2024-04-15,8,1,0,0.0
2773,대호귀환,무협,산수화,2024-04-15,2024-04-15,150,4,0,9.7
2774,안길 때마다 우는 주제에,로판,은서예,2024-03-13,2024-04-15,127,588,2,8.9
2775,두더지 아가씨 이네트,로판,비리디언,2024-03-01,2024-04-15,113,71,2,9.8
2776,낭떠러지,로맨스,하루가 너무 길다,2024-03-20,2024-04-15,76,1403,9,9.6
2777,뒤집기부터 무공천재,무협,탄마,2024-04-15,2024-04-15,8,0,0,10.0
2778,악녀는 집으로 돌아가고 싶습니다,로판,김비란,2024-04-15,2024-04-15,161,0,0,0.0
2779,네 남편 좀 꼬실게,로맨스,버블방,2024-03-27,2024-04-14,150,83,2,9.6
2780,정조 데리고 왜란 트립,판타지,구오,2024-04-03,2024-04-14,211,119,0,8.8
2781,레지스탕스 천마님,무협,마스터A,2023-10-03,2024-04-14,200,176,9,9.0
2782,시간 만수르,현판,뜨겔,2024-01-31,2024-04-13,150,232,3,8.5
2783,최후의 모험가,판타지,디다트,2023-08-15,2024-04-13,300,3178,27,4.9
2784,1996년 투자의 제왕,현판,자유RO,2023-06-28,2024-04-12,136,245,4,8.0
2785,무한으로 레벨 업 하는 헌터,현판,화운,2024-01-19,2024-04-12,176,182,8,8.3
2786,천마님 안마하신다,현판,레빗토끼,2022-04-14,2024-04-12,309,2632,34,9.7
2787,초전도체로 세계재벌,현판,종이노트,2023-11-23,2024-04-12,250,705,9,8.3
2788,환생신의,무협,미루하,2023-12-27,2024-04-12,203,697,2,9.4
2789,대충 찍은 너튜브 영상이 대박나 있었다,현판,앱솔,2023-12-20,2024-04-12,200,179,7,9.1
2790,"위험해, 너 외전3",로맨스,해엘,2024-04-12,2024-04-12,1,0,0,0.0
2791,"위험해, 너 외전",로맨스,해엘,2021-10-01,2024-04-12,74,677,4,7.2
2792,신들린 결혼,로맨스,모카의습도,2024-04-12,2024-04-12,90,27,1,9.9
2793,집착 황제와 계략 후궁,로맨스,조은조,2024-04-12,2024-04-12,100,250,7,9.5
2794,덫에 물들다,로맨스,심언조,2024-04-12,2024-04-12,78,13,0,9.4
2795,이 계약 결혼의 끝이 파멸일지라도,로판,위글블리,2024-04-12,2024-04-12,100,13,2,9.2
2796,"사랑, 그 지한",로맨스,두나리,2024-04-12,2024-04-12,75,1146,2,9.6
2797,게임 속 무한 재능의 흑마법사가 되었다,판타지,단근,2024-04-12,2024-04-12,8,0,0,0.0
2798,종말 속 마법사가 된다는 것은,판타지,에디료,2024-04-12,2024-04-12,150,0,1,10.0
2799,불순 계약,로맨스,천세희,2024-04-12,2024-04-12,100,213,11,9.8
2800,불온한 밀어,로맨스,서정인,2024-04-12,2024-04-12,73,6,0,9.6
2801,망국의 마지막 황제가 되었다?,판타지,뿌링틀,2024-04-12,2024-04-12,17,2,0,0.0
2802,기묘한 미술관,현판,경우勁雨,2024-04-12,2024-04-12,7,0,0,0.0
2803,완벽한 대공의 위장 결혼,로판,설유영,2024-04-12,2024-04-12,121,59,5,8.5
2804,불온한 재회,로맨스,차수인,2024-04-12,2024-04-12,74,39,0,9.9
2805,"쉿, 그 가이드를 빡치게 하지마!",로판,은빛을담은별,2024-04-12,2024-04-12,6,0,0,0.0
2806,천재작가의 이중생활 미니노블,현판,긍정호,2024-04-12,2024-04-12,100,231,16,9.7
2807,환생했는데 걸그룹이 되었다,현판,에바트리체,2024-04-12,2024-04-12,12,0,0,9.8
2808,아포칼립스에 나만 장르가 이상하다?,판타지,심행,2024-04-12,2024-04-12,11,1,1,10.0
2809,조선에 게이트가 열렸다 미니노블,판타지,Takeoff,2024-04-12,2024-04-12,100,45,8,9.3
2810,환생 무림왕,무협,남운,2024-03-20,2024-04-11,340,6,0,7.4
2811,캠핑장에서 시작하는 유유자적 무림생활,현판,이서진,2023-12-08,2024-04-11,202,332,6,8.2
2812,야장환생,무협,카페人,2023-12-06,2024-04-11,221,588,7,9.3
2813,마운드의 폭군이 되었다,현판,량주,2024-04-11,2024-04-11,8,0,0,10.0
2814,계 아래 하녀,로맨스,수지그린,2024-04-11,2024-04-11,87,37,2,10.0
2815,갑자기 왜 후회하세요?,로판,슈아레,2024-01-20,2024-04-11,177,387,7,9.8
2816,평 우주를 구해보겠습니다,현판,권씨,2024-04-11,2024-04-11,4,0,0,10.0
2817,회귀한 무역상의 투자일지,현판,풍류태,2024-04-11,2024-04-11,8,0,0,0.0
2818,우리 아빠는 헌터 아카데미 선생님,현판,십일마,2024-04-11,2024-04-11,175,11,0,9.9
2819,러브 리싸이클,로맨스,단초록,2024-03-07,2024-04-11,99,0,2,10.0
2820,SSS급이 패시브 되었을 때,판타지,몽뀨,2023-08-22,2024-04-10,200,1254,14,8.3
2821,논검무적,무협,요비,2024-01-05,2024-04-10,201,54,4,9.0
2822,열혈 인생,현판,동쪽사람,2023-07-14,2024-04-10,319,152,3,9.0
2823,여용사의 짐꾼이 되었다,판타지,선인장사이다,2023-10-31,2024-04-10,180,110,2,7.6
2824,키스는 복수 후에,로맨스,윈터곰,2024-04-10,2024-04-10,80,11,5,9.6
2825,다정하지 않아서,로맨스,보라영,2024-04-10,2024-04-10,68,685,3,9.6
2826,신의 능력을 빌린 자들,판타지,김공공,2023-08-29,2024-04-10,243,32,13,8.3
2827,멈출 수 없는,로맨스,위영,2024-04-10,2024-04-10,60,32,1,9.3
2828,신입사원 재벌총수 프로젝트,현판,서재현,2024-04-10,2024-04-10,9,0,0,0.0
2829,장주,로맨스,윈지,2024-04-10,2024-04-10,412,143,1,9.2
2830,육궁봉화,로맨스,심조실락적애정,2024-04-10,2024-04-10,797,436,1,9.7
2831,공주명천요등기 외전포함,로맨스,춘몽관정,2024-04-10,2024-04-10,15,0,0,10.0
2832,니들끼리 혁명해라,판타지,감튀이이이,2023-11-01,2024-04-09,203,870,5,8.9
2833,천마이계환생기,판타지,차연시,2024-04-09,2024-04-09,236,12,1,3.5
2834,나 혼자 게이트 속 세상을 알고 있다.,판타지,은퇴생활,2024-04-09,2024-04-09,130,40,0,8.1
2835,절대자의 세계,현판,까마귀씨,2023-06-06,2024-04-09,270,258,3,8.7
2836,이번 생에는 물리력 만렙 변호사로 살겠습니다,현판,백은빛별,2023-11-23,2024-04-09,202,64,2,9.5
2837,전직 절대자는 아카데미 펫 관리자,현판,말랑부들,2023-06-06,2024-04-09,238,947,17,9.5
2838,마왕은 슈퍼스타,현판,수라백,2024-03-14,2024-04-09,150,55,2,8.4
2839,"망할세상, 잠수함 탑니다",현판,박침,2024-04-09,2024-04-09,9,0,1,10.0
2840,미국재벌로 대한립!,판타지,염왕,2024-04-09,2024-04-09,19,0,0,10.0
2841,방구석 강화사,현판,동주,2024-04-09,2024-04-09,9,0,0,0.0
2842,반짝반짝 개정판외전,로맨스,박수정,2024-04-09,2024-04-09,1,0,0,10.0
2843,비누 없이 조선을 바꾼다,판타지,불량집사,2024-04-09,2024-04-09,9,1,0,8.0
2844,반짝반짝 개정판,로맨스,박수정,2024-04-09,2024-04-09,2,0,0,10.0
2845,"천재용병, 방송으로 살아남기",판타지,범핀,2023-07-04,2024-04-09,200,979,11,9.0
2846,대역공녀에게 후회는 필요 없습니다,로판,윤재희,2024-04-09,2024-04-09,195,7,0,9.9
2847,알고보니 방송 천재,현판,글재주,2024-04-09,2024-04-09,200,21,1,5.5
2848,사천당가 막내는 천하제일 닌자,무협,글택,2024-04-09,2024-04-09,264,14,1,9.6
2849,고인물이 랜드마크를 식함,판타지,글장장이,2023-09-19,2024-04-09,200,201,7,8.5
2850,회귀했더니 살릴 사람이 너무 많다,로판,백리소,2024-04-09,2024-04-09,4,0,0,0.0
2851,다시 사는 하오문도,무협,지인,2023-11-21,2024-04-09,176,86,2,8.6
2852,또 도망쳐봐!,로맨스,뮤즈아,2024-04-08,2024-04-08,100,0,2,0.0
2853,전쟁영웅의 은밀한 이중생활,판타지,연혼문,2023-03-07,2024-04-08,362,1420,14,9.1
2854,우주천마 3077,무협,녹색여우,2021-12-30,2024-04-08,349,3080,41,9.5
2855,한반도 역사를 위대하게,판타지,연군,2024-04-05,2024-04-08,161,30,2,8.0
2856,나 혼자만 클래스 체인지,판타지,빠우,2023-08-15,2024-04-08,209,279,7,8.7
2857,바다에서 돌아온 천재 가수,현판,저니환,2024-04-08,2024-04-08,5,0,0,10.0
2858,스타를 만드는 천재 사진작가,현판,유노이아,2024-04-08,2024-04-08,5,0,0,10.0
2859,연기 천재를 시작당했다,현판,윤소후,2024-04-08,2024-04-08,7,0,0,0.0
2860,치팅데이,현판,우진,2024-04-08,2024-04-08,10,0,0,10.0
2861,이번엔 남편을 살리려 합니다,로판,누오바,2023-07-12,2024-04-08,217,490,23,9.4
2862,멸망한 세상 다 내꺼!,판타지,골든아공간,2024-04-08,2024-04-08,9,3,0,9.0
2863,상태창은 중요한 문제일까,현판,Writingbot,2024-04-08,2024-04-08,14,0,0,0.0
2864,악당들에게 키워지는 중입니다,로판,자은향,2024-04-08,2024-04-08,5,0,0,0.0
2865,소문이 끝내주는 짝사랑에 대하여 BL,로맨스,김도라,2024-04-08,2024-04-08,1,0,0,10.0
2866,SS급 비명헌터,판타지,지추,2024-04-08,2024-04-08,14,0,0,0.0
2867,바다를 향하여 1권,로맨스,인드라다,2024-04-08,2024-04-08,1,0,0,0.0
2868,바다를 향하여 2~3권,로맨스,인드라다,2024-04-08,2024-04-08,2,0,0,0.0
2869,물고기는 물을 모른다 1~3권,로판,장단조,2024-04-08,2024-04-08,3,0,0,0.0
2870,물고기는 물을 모른다 4~5권,로판,장단조,2024-04-08,2024-04-08,2,0,0,0.0
2871,하프 드래곤으로 살아가는 법,판타지,청혜,2024-04-08,2024-04-08,8,0,0,0.0
2872,마신으로 시작하는 법,판타지,고건도,2024-04-08,2024-04-08,8,0,0,0.0
2873,바다를 향하여,로맨스,인드라다,2024-04-08,2024-04-08,88,0,0,0.0
2874,농사짓는 네크로맨서,판타지,돈트스탑,2024-04-08,2024-04-08,164,140,1,8.9
2875,"암어사, 드래곤을 줍다",로판,상큼버터바,2024-04-08,2024-04-08,4,0,0,0.0
2876,대공가 민폐 영애는 혼자 살고 싶습니다,로판,윤로체,2024-04-08,2024-04-08,231,262,6,9.1
2877,봄비,로맨스,수연,2024-04-08,2024-04-08,1,0,1,0.0
2878,신살마제,무협,월이백,2024-04-08,2024-04-08,175,3,0,8.3
2879,10서클 대마법사의 귀환,판타지,리스타트,2023-08-17,2024-04-08,308,43,1,5.5
2880,풍현운기,무협,풍령인,2024-04-07,2024-04-07,5,2,0,10.0
2881,중세 기사 가문의 삼남이 되었다,판타지,호방한,2023-10-17,2024-04-06,289,2218,9,8.7
2882,운빨,판타지,ZOD,2024-04-06,2024-04-06,508,6,1,9.7
2883,운명의 노래,판타지,ZOD,2024-04-06,2024-04-06,501,136,1,10.0
2884,세상에 나쁜 초월자는 없다,로판,윤달(YounDal),2024-04-06,2024-04-06,146,27,0,9.4
2885,"천재 배우, 이혼 후 다시 태어나다",현판,마파두부,2024-04-06,2024-04-06,5,0,0,0.0
2886,악당들의 최애는 나,로판,윤온,2024-04-06,2024-04-06,166,22,0,9.5
2887,악녀님 빵 구워주세용,로판,연백림,2024-04-06,2024-04-06,137,17,0,9.9
2888,"입조심하세요, 성녀님!",로판,하이마이디어,2024-04-06,2024-04-06,173,2,0,7.9
2889,폭군에게 처형당하는 황후가 되었습니다,로판,수비,2024-04-06,2024-04-06,152,24,1,9.1
2890,죄수들의 천재 제자,판타지,마늘생강,2023-07-18,2024-04-05,200,852,20,9.3
2891,갓 오브 레플리카,현판,쉼표,2023-09-05,2024-04-05,210,176,8,8.0
2892,최종 병기의 폐급 파일럿,판타지,혈당이 떨어져,2023-01-17,2024-04-05,379,510,28,6.1
2893,저기요 환생이 좀 이상합니다,판타지,시바코기,2023-04-18,2024-04-05,206,118,4,8.8
2894,재능빨로 FA 천억 포수!,현판,페디아,2023-03-29,2024-04-05,366,2265,20,9.8
2895,집착 시종으로 살아남기,로판,이투,2024-04-05,2024-04-05,195,47,0,9.8
2896,고품격 망나니 황제,판타지,나태빌런,2023-09-19,2024-04-05,181,196,9,8.4
2897,사내 짐승,로맨스,김그레이스,2024-04-05,2024-04-05,83,692,0,9.8
2898,검황이 친오빠로 환생했다.,현판,운좋은놈,2024-04-05,2024-04-05,5,0,0,0.0
2899,내 잡템 지구에서는 S급,현판,소래담,2024-04-05,2024-04-05,7,1,0,10.0
2900,창가의 헤이즐,로판,Ringo,2024-04-05,2024-04-05,103,20,1,8.1
2901,프레이어즈 35권,판타지,김장군,2024-04-05,2024-04-05,1,0,0,0.0
2902,남주와 친구 하자고 했는데 집착한다,로판,휘날리,2024-04-05,2024-04-05,99,50,3,9.5
2903,"안아줘요, 선배",로맨스,루케테,2024-04-05,2024-04-05,70,22,7,9.8
2904,내가 망친 주인공 BL,로맨스,퀸에이,2024-04-05,2024-04-05,121,0,0,0.0
2905,내 엉덩이가 너무 귀여워,로판,소소한 문곰,2024-04-05,2024-04-05,4,0,0,0.0
2906,현대에 강림한 정령사는 헌터 아이돌,현판,온가을달,2024-04-05,2024-04-05,250,10,0,9.9
2907,천마술사 방송합니다 시즌1-2미니노블,현판,선하,2023-08-18,2024-04-05,200,653,19,9.3
2908,울리고 싶은,로맨스,빵곰탕,2024-04-05,2024-04-05,70,19,2,9.5
2909,마부 이야기,로판,서포비,2024-04-05,2024-04-05,2,0,3,10.0
2910,만렙 튜토리얼 통과로 최강 능력,판타지,데생,2024-04-05,2024-04-05,8,0,0,9.0
2911,천 살 연하 황제가 집착한다,로판,이윤희,2024-02-09,2024-04-05,185,410,74,9.8
2912,부유섬 농사일지 미니노블,판타지,지구별사람,2024-04-05,2024-04-05,100,95,8,9.6
2913,너는 모르겠지만,로맨스,염원,2024-04-05,2024-04-05,40,0,0,10.0
2914,"바로, 낙원",로맨스,요조,2024-04-05,2024-04-05,40,1,0,10.0
2915,내 사랑 식스팩,로맨스,우은솔,2024-04-05,2024-04-05,40,0,0,0.0
